Purchase_ID,Purchase_Line_Number,Date_ID,Transaction_Date,Document_ID,Product_ID,Supplier_ID,Employee_ID,Business_Line_ID,Account_ID,PO_Number,Supplier_Invoice_Number,Purchase_Type,Payment_Terms,Payment_Status,Delivery_Status,Quantity_Ordered,Quantity_Received,Unit_Cost,Freight_Cost,Tax_Pct,Warehouse_Destination,Incoterms,Currency,Exchange_Rate,Quality_Check_Status,Defect_Rate_Pct,Approved_By,Received_By,Notes,Expected_Delivery_Date,Actual_Delivery_Date,Net_Amount,Tax_Amount,Total_Amount,Total_Amount_RON,Quantity_Variance,Delivery_Delay_Days
3232,7,20240119,2024-01-19 00:00:00,DOC003429,PRD00380,SUPP00108,EMP00250,BL003,ACC20002,PO-506480,SINV-860600,Stock,Prepaid,Overdue,Delivered,221,294,126.01,137.29,19,WH_Cluj,EXW,RON,0.9892,Passed,0.9,EMP00048,EMP00122,,2024-01-31 00:00:00,2024-02-04 00:00:00,37046.94,7038.92,44223.15,43745.54,73,4
3233,4,20250713,2025-07-13 00:00:00,DOC002825,PRD00190,SUPP00185,EMP00175,BL006,ACC20002,PO-105721,SINV-621451,Direct,Net 90,Pending,Delivered,185,403,147.15,35.91,19,WH_Cluj,CIF,EUR,0.9502,Passed,3.19,EMP00210,EMP00208,,2025-07-25 00:00:00,2025-08-21 00:00:00,59301.45,11267.28,70604.64,67088.53,218,27
3234,9,20230604,2023-06-04 00:00:00,DOC002734,PRD00094,SUPP00010,EMP00165,BL005,ACC20001,PO-765255,SINV-473714,Stock,Net 30,Paid,Delivered,483,89,257.39,141.8,19,WH_Timisoara,DDP,RON,0.9917,Passed,1.77,EMP00052,EMP00228,Delayed,2023-06-20 00:00:00,2023-07-09 00:00:00,22907.71,4352.46,27401.97,27174.53,-394,19
3235,15,20230421,2023-04-21 00:00:00,DOC000214,PRD00315,SUPP00054,EMP00141,BL002,ACC20001,PO-473561,SINV-543569,Stock,Net 30,Paid,Delivered,467,285,473.37,91.46,19,WH_Cluj,FOB,RON,1.0414,N/A,2.62,EMP00237,EMP00181,Quality Issues,2023-05-13 00:00:00,2023-05-07 00:00:00,134910.45,25632.99,160634.9,167285.18,-182,-6
3236,6,20231104,2023-11-04 00:00:00,DOC003868,PRD00134,SUPP00040,EMP00178,BL005,ACC20002,PO-186868,SINV-426094,Stock,Net 30,Paid,Delivered,131,304,213.64,60.99,19,WH_Bucharest,EXW,RON,1.0388,Passed,0.35,EMP00144,EMP00053,,2023-11-13 00:00:00,2023-11-09 00:00:00,64946.56,12339.85,77347.4,80348.48,173,-4
3237,5,20230629,2023-06-29 00:00:00,DOC000234,PRD00361,SUPP00108,EMP00010,BL006,ACC20002,PO-666789,SINV-656135,Stock,Prepaid,Paid,Delivered,333,136,411.18,13.02,19,WH_Bucharest,EXW,EUR,1.0354,Passed,2.87,EMP00183,EMP00089,Partial Delivery,2023-08-09 00:00:00,2023-08-12 00:00:00,55920.48,10624.89,66558.39,68914.56,-197,3
3238,14,20250813,2025-08-13 00:00:00,DOC002825,PRD00018,SUPP00122,EMP00200,BL004,ACC20001,PO-133479,SINV-905480,Direct,Net 30,Paid,Delivered,467,65,330.02,110.07,19,WH_Cluj,CIF,RON,0.9875,Failed,1.64,EMP00100,EMP00245,,2025-09-02 00:00:00,2025-09-19 00:00:00,21451.3,4075.75,25637.12,25316.66,-402,17
3239,10,20240621,2024-06-21 00:00:00,DOC001624,PRD00180,SUPP00194,EMP00200,BL004,ACC20001,PO-772380,SINV-760630,Direct,Net 30,Paid,Delivered,396,10,71.5,51.79,19,WH_Cluj,CIF,RON,0.9855,Passed,1.37,EMP00096,EMP00217,,2024-07-25 00:00:00,2024-07-23 00:00:00,715,135.85,902.64,889.55,-386,-2
3240,13,20250815,2025-08-15 00:00:00,DOC002916,PRD00312,SUPP00036,EMP00200,BL005,ACC20001,PO-648051,SINV-385005,Direct,Net 90,Paid,Delivered,440,192,14.33,119.95,19,WH_Cluj,CIF,RON,0.9994,Passed,3.26,EMP00070,EMP00117,,2025-08-26 00:00:00,2025-09-18 00:00:00,2751.36,522.76,3394.07,3392.03,-248,23
3241,2,20251120,2025-11-20 00:00:00,DOC003657,PRD00106,SUPP00132,EMP00200,BL006,ACC20002,PO-760028,SINV-504398,Direct,Prepaid,Paid,In Transit,168,357,51.27,142.12,19,WH_Timisoara,FOB,EUR,1.0372,Passed,0.76,EMP00018,EMP00214,,2025-12-15 00:00:00,2025-12-26 00:00:00,18303.39,3477.64,21923.15,22738.69,189,11
3242,4,20230922,2023-09-22 00:00:00,DOC001882,PRD00224,SUPP00060,EMP00039,BL003,ACC20002,PO-354517,SINV-784168,Service,Prepaid,Paid,Delivered,233,14,301.75,176.33,19,WH_Timisoara,CIF,RON,1.0323,Pending,1.8,EMP00101,EMP00051,Rush Order,2023-10-16 00:00:00,2023-11-02 00:00:00,4224.5,802.66,5203.49,5371.56,-219,17
3243,2,20250124,2025-01-24 00:00:00,DOC001518,PRD00311,SUPP00003,EMP00243,BL006,ACC20001,PO-694523,SINV-139238,Stock,Net 60,Partial,Delivered,30,12,296.02,139.5,19,WH_Timisoara,FOB,RON,1.0146,Passed,2.7,EMP00245,EMP00158,Partial Delivery,2025-02-07 00:00:00,2025-03-02 00:00:00,3552.24,674.93,4366.67,4430.42,-18,23
3244,12,20251126,2025-11-26 00:00:00,DOC001992,PRD00081,SUPP00023,EMP00163,BL006,ACC20002,PO-642434,SINV-932105,Stock,Net 30,Paid,Pending,11,90,26.86,84.45,19,WH_Cluj,CIF,RON,0.9988,Pending,2.72,EMP00109,EMP00066,Rush Order,2025-12-18 00:00:00,2025-12-09 00:00:00,2417.4,459.31,2961.16,2957.61,79,-9
3245,3,20230518,2023-05-18 00:00:00,DOC004291,PRD00231,SUPP00097,EMP00243,BL004,ACC20001,PO-461267,SINV-162100,Stock,COD,Paid,Delivered,278,169,398.61,93.29,19,WH_Bucharest,EXW,EUR,0.9629,Passed,0.88,EMP00160,EMP00136,,2023-06-24 00:00:00,2023-06-26 00:00:00,67365.09,12799.37,80257.75,77280.19,-109,2
3246,6,20250804,2025-08-04 00:00:00,DOC001087,PRD00018,SUPP00168,EMP00039,BL006,ACC20001,PO-910383,SINV-903005,Stock,Net 60,Paid,Delivered,497,300,47.68,135.06,19,WH_Cluj,DDP,RON,1.0141,Passed,0.11,EMP00102,EMP00056,,2025-09-14 00:00:00,2025-09-22 00:00:00,14304,2717.76,17156.82,17398.73,-197,8
3247,13,20240823,2024-08-23 00:00:00,DOC004193,PRD00137,SUPP00124,EMP00119,BL002,ACC20001,PO-181819,SINV-467310,Direct,Net 60,Paid,Pending,480,361,248.99,91.84,19,WH_Cluj,DDP,RON,1.0275,Pending,1.64,EMP00195,EMP00072,,2024-10-04 00:00:00,2024-09-21 00:00:00,89885.39,17078.22,107055.45,109999.47,-119,-13
3248,3,20230507,2023-05-07 00:00:00,DOC001528,PRD00319,SUPP00172,EMP00039,BL005,ACC20002,PO-104192,SINV-503023,Direct,Net 30,Overdue,Delivered,351,464,117.56,156.44,19,WH_Timisoara,CIF,EUR,0.9833,Passed,3.2,EMP00164,EMP00233,Delayed,2023-05-28 00:00:00,2023-06-12 00:00:00,54547.84,10364.09,65068.37,63981.73,113,15
3249,4,20250225,2025-02-25 00:00:00,DOC001069,PRD00237,SUPP00157,EMP00225,BL004,ACC20002,PO-406373,SINV-356540,Stock,Net 90,Paid,Delivered,487,436,430.8,152.53,19,WH_Cluj,CIF,RON,0.9967,Passed,0.68,EMP00132,EMP00131,,2025-03-28 00:00:00,2025-03-15 00:00:00,187828.8,35687.47,223668.8,222930.69,-51,-13
3250,8,20250507,2025-05-07 00:00:00,DOC000968,PRD00165,SUPP00104,EMP00189,BL002,ACC20002,PO-561508,SINV-215510,Service,Net 90,Pending,Delivered,478,135,432.93,150.34,19,WH_Cluj,FOB,RON,1.0256,Passed,1.34,EMP00106,EMP00161,Quality Issues,2025-06-12 00:00:00,2025-06-06 00:00:00,58445.55,11104.65,69700.54,71484.87,-343,-6
3251,5,20250820,2025-08-20 00:00:00,DOC004033,PRD00056,SUPP00021,EMP00225,BL001,ACC20002,PO-578657,SINV-944193,Stock,Net 30,Partial,Delivered,10,56,144.63,93.42,19,WH_Cluj,FOB,RON,1.0311,Passed,4.35,EMP00198,EMP00084,,2025-09-18 00:00:00,2025-09-30 00:00:00,8099.28,1538.86,9731.56,10034.21,46,12
3252,4,20241126,2024-11-26 00:00:00,DOC002825,PRD00028,SUPP00031,EMP00149,BL005,ACC20002,PO-689004,SINV-555755,Stock,Net 90,Paid,In Transit,103,126,354.06,179.57,19,WH_Timisoara,FOB,RON,1.0453,Passed,2.94,EMP00150,EMP00167,,2024-12-29 00:00:00,2024-12-28 00:00:00,44611.56,8476.2,53267.33,55680.34,23,-1
3253,8,20241102,2024-11-02 00:00:00,DOC001262,PRD00135,SUPP00106,EMP00178,BL005,ACC20002,PO-162169,SINV-476763,Stock,Net 30,Paid,Delivered,192,48,145.89,143.96,19,WH_Timisoara,FOB,RON,0.9862,Passed,0.9,EMP00071,EMP00135,,2024-12-11 00:00:00,2024-11-07 00:00:00,7002.72,1330.52,8477.2,8360.21,-144,-34
3254,6,20240817,2024-08-17 00:00:00,DOC003845,PRD00084,SUPP00025,EMP00189,BL001,ACC20001,PO-791486,SINV-664127,Stock,Net 60,Pending,Delivered,434,310,399.14,83.15,19,WH_Timisoara,DDP,EUR,1.0419,Passed,1.85,EMP00243,EMP00194,,2024-09-06 00:00:00,2024-08-29 00:00:00,123733.4,23509.35,147325.9,153498.86,-124,-8
3255,13,20231127,2023-11-27 00:00:00,DOC004694,PRD00402,SUPP00107,EMP00007,BL005,ACC20001,PO-105048,SINV-276184,Stock,Net 30,Paid,Delivered,215,218,379.14,108.66,19,WH_Cluj,DDP,RON,0.9586,Passed,2.13,EMP00169,EMP00201,,2023-12-22 00:00:00,2023-12-12 00:00:00,82652.52,15703.98,98465.16,94388.7,3,-10
3256,11,20250312,2025-03-12 00:00:00,DOC000076,PRD00430,SUPP00089,EMP00215,BL001,ACC20001,PO-661055,SINV-996372,Stock,Net 60,Paid,Delivered,165,185,117.45,199.07,19,WH_Cluj,CIF,USD,0.9816,Passed,2.45,EMP00234,EMP00020,,2025-03-30 00:00:00,2025-04-28 00:00:00,21728.25,4128.37,26055.69,25576.27,20,29
3257,1,20231211,2023-12-11 00:00:00,DOC004332,PRD00149,SUPP00065,EMP00010,BL005,ACC20001,PO-732449,SINV-797735,Stock,Prepaid,Paid,In Transit,472,219,277.36,33.62,19,WH_Cluj,DDP,EUR,1.0182,Passed,4.42,EMP00168,EMP00052,Quality Issues,2024-01-04 00:00:00,2023-12-24 00:00:00,60741.84,11540.95,72316.41,73632.57,-253,-11
3258,14,20240502,2024-05-02 00:00:00,DOC003381,PRD00428,SUPP00114,EMP00192,BL001,ACC20002,PO-290911,SINV-915793,Direct,Net 30,Paid,Delivered,44,466,360.5,94.25,19,WH_Timisoara,DDP,RON,0.9667,Passed,2.83,EMP00065,EMP00005,,2024-06-09 00:00:00,2024-05-26 00:00:00,167993,31918.67,200005.92,193345.72,422,-14
3259,7,20251125,2025-11-25 00:00:00,DOC001025,PRD00394,SUPP00113,EMP00189,BL001,ACC20001,PO-614182,SINV-510284,Service,Net 90,Paid,Delivered,299,260,74.59,108.93,19,WH_Cluj,CIF,RON,1.0298,N/A,0.72,EMP00059,EMP00046,,2026-01-06 00:00:00,2025-12-19 00:00:00,19393.4,3684.75,23187.08,23878.05,-39,-18
3260,5,20251030,2025-10-30 00:00:00,DOC003129,PRD00235,SUPP00030,EMP00163,BL004,ACC20002,PO-142015,SINV-891827,Stock,Net 60,Partial,Delivered,179,68,5.38,150.82,19,WH_Cluj,EXW,EUR,0.9702,Failed,4.59,EMP00187,EMP00126,,2025-11-09 00:00:00,2025-11-13 00:00:00,365.84,69.51,586.17,568.7,-111,4
3261,13,20241021,2024-10-21 00:00:00,DOC000629,PRD00042,SUPP00079,EMP00192,BL003,ACC20001,PO-474940,SINV-588790,Stock,Net 60,Pending,Pending,264,82,100.45,83.86,19,WH_Bucharest,CIF,EUR,0.9699,Passed,1.51,EMP00136,EMP00045,,2024-11-18 00:00:00,2024-11-01 00:00:00,8236.9,1565.01,9885.77,9588.21,-182,-17
3262,6,20250505,2025-05-05 00:00:00,DOC001713,PRD00175,SUPP00053,EMP00010,BL001,ACC20001,PO-639586,SINV-988325,Stock,COD,Paid,Delivered,357,394,247.84,190.87,19,WH_Bucharest,EXW,USD,0.9767,Passed,2.22,EMP00091,EMP00084,,2025-05-23 00:00:00,2025-05-29 00:00:00,97648.96,18553.3,116393.13,113681.17,37,6
3263,5,20241217,2024-12-17 00:00:00,DOC001144,PRD00080,SUPP00108,EMP00031,BL006,ACC20001,PO-999388,SINV-180724,Stock,Net 30,Paid,Delivered,124,306,376.61,21.35,19,WH_Timisoara,CIF,RON,1.0414,Passed,0.7,EMP00063,EMP00006,,2024-12-25 00:00:00,2025-01-25 00:00:00,115242.66,21896.11,137160.12,142838.55,182,31
3264,6,20250922,2025-09-22 00:00:00,DOC001228,PRD00011,SUPP00023,EMP00135,BL002,ACC20002,PO-248153,SINV-331665,Stock,Net 30,Pending,Pending,461,199,136.31,43.23,19,WH_Bucharest,EXW,RON,0.9621,N/A,0.77,EMP00235,EMP00022,,2025-11-04 00:00:00,2025-10-14 00:00:00,27125.69,5153.88,32322.8,31097.77,-262,-21
3265,13,20240905,2024-09-05 00:00:00,DOC002218,PRD00222,SUPP00018,EMP00194,BL004,ACC20001,PO-344965,SINV-277469,Service,Net 30,Pending,Delivered,440,463,143.13,160.21,19,WH_Timisoara,EXW,EUR,1.0169,Passed,4.32,EMP00075,EMP00007,Partial Delivery,2024-09-27 00:00:00,2024-10-01 00:00:00,66269.19,12591.15,79020.55,80356,23,4
3266,8,20230101,2023-01-01 00:00:00,DOC004402,PRD00433,SUPP00117,EMP00200,BL005,ACC20002,PO-492757,SINV-170957,Service,Net 90,Paid,Delivered,271,435,199.44,152.71,19,WH_Cluj,FOB,RON,0.9822,Passed,4.13,EMP00099,EMP00126,,2023-01-27 00:00:00,2023-02-04 00:00:00,86756.4,16483.72,103392.83,101552.44,164,8
3267,4,20241011,2024-10-11 00:00:00,DOC004280,PRD00362,SUPP00138,EMP00086,BL005,ACC20001,PO-331356,SINV-240727,Service,Net 30,Paid,Delivered,163,74,375.13,58.7,19,WH_Bucharest,FOB,USD,1.0404,Passed,4.14,EMP00186,EMP00046,,2024-11-01 00:00:00,2024-11-22 00:00:00,27759.62,5274.33,33092.65,34429.59,-89,21
3268,13,20240209,2024-02-09 00:00:00,DOC003489,PRD00312,SUPP00082,EMP00189,BL004,ACC20002,PO-190051,SINV-609610,Direct,COD,Paid,Delivered,420,442,314.8,34.78,19,WH_Bucharest,FOB,RON,1.0206,Passed,3.93,EMP00213,EMP00042,,2024-02-25 00:00:00,2024-02-26 00:00:00,139141.6,26436.9,165613.28,169024.91,22,1
3269,10,20251018,2025-10-18 00:00:00,DOC000349,PRD00304,SUPP00186,EMP00178,BL001,ACC20001,PO-708421,SINV-117636,Direct,Prepaid,Pending,Delivered,393,472,55.97,95.1,19,WH_Bucharest,DDP,RON,0.9994,Passed,3.41,EMP00024,EMP00121,,2025-11-29 00:00:00,2025-11-14 00:00:00,26417.84,5019.39,31532.33,31513.41,79,-15
3270,10,20251023,2025-10-23 00:00:00,DOC002879,PRD00244,SUPP00197,EMP00086,BL004,ACC20001,PO-190273,SINV-310811,Stock,COD,Paid,Delivered,431,329,72.2,131.14,19,WH_Bucharest,EXW,RON,1.0213,Passed,1.12,EMP00162,EMP00177,,2025-11-23 00:00:00,2025-11-22 00:00:00,23753.8,4513.22,28398.16,29003.04,-102,-1
3271,15,20250717,2025-07-17 00:00:00,DOC001242,PRD00129,SUPP00025,EMP00039,BL002,ACC20002,PO-792547,SINV-522480,Stock,Net 30,Paid,Delivered,314,216,487.87,34.96,19,WH_Bucharest,CIF,RON,0.9524,Pending,0.87,EMP00073,EMP00167,,2025-08-13 00:00:00,2025-08-09 00:00:00,105379.92,20022.18,125437.06,119466.26,-98,-4
3272,3,20251202,2025-12-02 00:00:00,DOC000981,PRD00152,SUPP00103,EMP00149,BL006,ACC20002,PO-906455,SINV-794357,Stock,Net 30,Partial,Pending,347,439,373.78,23.99,19,WH_Cluj,CIF,RON,1.0137,Passed,1.88,EMP00209,EMP00211,,2026-01-08 00:00:00,2025-12-24 00:00:00,164089.42,31176.99,195290.4,197965.88,92,-15
3273,14,20241114,2024-11-14 00:00:00,DOC004090,PRD00257,SUPP00053,EMP00141,BL006,ACC20001,PO-144588,SINV-994352,Direct,Prepaid,Paid,In Transit,451,31,469.15,190.25,19,WH_Timisoara,EXW,RON,0.9959,Passed,3.88,EMP00063,EMP00202,,2024-12-06 00:00:00,2025-01-01 00:00:00,14543.65,2763.29,17497.19,17425.45,-420,26
3274,11,20230106,2023-01-06 00:00:00,DOC003752,PRD00465,SUPP00069,EMP00031,BL001,ACC20002,PO-941240,SINV-829553,Stock,Net 90,Pending,Delivered,202,390,220.8,87.83,19,WH_Cluj,EXW,RON,1.0281,Passed,4.94,EMP00042,EMP00036,Quality Issues,2023-02-11 00:00:00,2023-02-18 00:00:00,86112,16361.28,102561.11,105443.08,188,7
3275,14,20240208,2024-02-08 00:00:00,DOC000573,PRD00255,SUPP00165,EMP00245,BL006,ACC20002,PO-778069,SINV-833209,Stock,Net 60,Paid,Delivered,204,32,89.85,86.72,19,WH_Timisoara,FOB,EUR,1.033,Passed,4.18,EMP00113,EMP00100,,2024-03-16 00:00:00,2024-03-19 00:00:00,2875.2,546.29,3508.21,3623.98,-172,3
3276,1,20250227,2025-02-27 00:00:00,DOC000915,PRD00160,SUPP00147,EMP00025,BL003,ACC20002,PO-416493,SINV-890085,Service,Net 30,Paid,Delivered,214,141,223.58,77.15,19,WH_Cluj,FOB,RON,1.0252,Pending,3.61,EMP00051,EMP00215,,2025-03-10 00:00:00,2025-03-27 00:00:00,31524.78,5989.71,37591.64,38538.95,-73,17
3277,14,20230830,2023-08-30 00:00:00,DOC001186,PRD00393,SUPP00173,EMP00215,BL002,ACC20001,PO-359852,SINV-841310,Direct,Net 90,Paid,Delivered,141,345,447.17,129.84,19,WH_Bucharest,CIF,RON,0.9543,Passed,0.94,EMP00089,EMP00196,,2023-09-11 00:00:00,2023-09-28 00:00:00,154273.65,29311.99,183715.48,175319.68,204,17
3278,8,20240830,2024-08-30 00:00:00,DOC002440,PRD00033,SUPP00102,EMP00007,BL005,ACC20002,PO-929571,SINV-473720,Stock,Net 60,Paid,Delivered,150,445,392.98,151.73,19,WH_Timisoara,DDP,RON,1.0448,Passed,0.22,EMP00170,EMP00052,,2024-09-15 00:00:00,2024-09-07 00:00:00,174876.1,33226.46,208254.29,217584.08,295,-8
3279,8,20230601,2023-06-01 00:00:00,DOC004402,PRD00018,SUPP00005,EMP00073,BL006,ACC20001,PO-407601,SINV-747327,Stock,Net 30,Paid,Pending,284,26,389.98,0.44,19,WH_Timisoara,FOB,EUR,0.9505,Passed,0.4,EMP00182,EMP00019,Rush Order,2023-06-17 00:00:00,2023-06-29 00:00:00,10139.48,1926.5,12066.42,11469.13,-258,12
3280,14,20230928,2023-09-28 00:00:00,DOC003820,PRD00109,SUPP00054,EMP00031,BL006,ACC20002,PO-214677,SINV-370078,Stock,Net 60,Pending,Pending,434,444,68.62,151.46,19,WH_Cluj,EXW,RON,1.0304,Passed,1.87,EMP00246,EMP00239,,2023-10-10 00:00:00,2023-10-19 00:00:00,30467.28,5788.78,36407.52,37514.31,10,9
3281,4,20250621,2025-06-21 00:00:00,DOC004387,PRD00190,SUPP00037,EMP00245,BL005,ACC20001,PO-131743,SINV-256454,Stock,Net 30,Pending,Partial,45,70,6.3,104.07,19,WH_Cluj,CIF,RON,0.9969,Passed,3.38,EMP00004,EMP00200,,2025-07-20 00:00:00,2025-07-11 00:00:00,441,83.79,628.86,626.91,25,-9
3282,8,20250525,2025-05-25 00:00:00,DOC004304,PRD00021,SUPP00039,EMP00178,BL003,ACC20001,PO-452396,SINV-738424,Direct,Net 30,Paid,Delivered,326,15,232.3,184.64,19,WH_Cluj,DDP,RON,1.0433,Passed,3.59,EMP00098,EMP00177,,2025-06-16 00:00:00,2025-07-01 00:00:00,3484.5,662.06,4331.2,4518.74,-311,15
3283,8,20240526,2024-05-26 00:00:00,DOC000337,PRD00144,SUPP00118,EMP00007,BL001,ACC20002,PO-733180,SINV-441047,Stock,Net 30,Paid,Delivered,37,258,198.88,129.78,19,WH_Bucharest,CIF,RON,0.9846,Passed,2.04,EMP00026,EMP00088,Quality Issues,2024-06-30 00:00:00,2024-06-04 00:00:00,51311.04,9749.1,61189.92,60247.6,221,-26
3284,13,20241212,2024-12-12 00:00:00,DOC004410,PRD00009,SUPP00085,EMP00245,BL006,ACC20001,PO-194193,SINV-211153,Direct,COD,Paid,Delivered,21,277,290.22,15.65,19,WH_Cluj,FOB,RON,1.0221,Failed,1.81,EMP00141,EMP00042,,2024-12-25 00:00:00,2025-01-25 00:00:00,80390.94,15274.28,95680.87,97795.42,256,31
3285,12,20230731,2023-07-31 00:00:00,DOC001840,PRD00040,SUPP00151,EMP00007,BL006,ACC20001,PO-117727,SINV-315289,Direct,Net 60,Paid,Delivered,85,455,468.73,32.65,19,WH_Timisoara,FOB,RON,1.0009,Passed,0.77,EMP00198,EMP00243,,2023-09-04 00:00:00,2023-09-12 00:00:00,213272.15,40521.71,253826.51,254054.95,370,8
3286,8,20230317,2023-03-17 00:00:00,DOC003250,PRD00201,SUPP00044,EMP00215,BL001,ACC20002,PO-567524,SINV-967758,Stock,Net 90,Paid,Delivered,114,385,163.16,146.56,19,WH_Bucharest,DDP,EUR,1.0423,Passed,2.36,EMP00203,EMP00216,,2023-03-29 00:00:00,2023-03-26 00:00:00,62816.6,11935.15,74898.31,78066.51,271,-3
3287,15,20230604,2023-06-04 00:00:00,DOC001736,PRD00144,SUPP00085,EMP00245,BL005,ACC20001,PO-507241,SINV-917946,Stock,Net 30,Overdue,Pending,288,18,143.95,72.83,19,WH_Timisoara,EXW,RON,0.9895,Passed,2.23,EMP00149,EMP00196,,2023-07-06 00:00:00,2023-06-25 00:00:00,2591.1,492.31,3156.24,3123.1,-270,-11
3288,4,20230929,2023-09-29 00:00:00,DOC004762,PRD00328,SUPP00113,EMP00215,BL005,ACC20001,PO-511323,SINV-494958,Stock,Net 30,Paid,Delivered,313,488,85.52,18.48,19,WH_Bucharest,DDP,RON,0.9606,Passed,0.05,EMP00226,EMP00241,,2023-11-02 00:00:00,2023-11-09 00:00:00,41733.76,7929.41,49681.65,47724.19,175,7
3289,6,20250903,2025-09-03 00:00:00,DOC002594,PRD00060,SUPP00149,EMP00066,BL005,ACC20002,PO-695791,SINV-267231,Service,Net 60,Paid,Delivered,192,450,84.6,61.81,19,WH_Bucharest,DDP,EUR,1.0463,Passed,3.49,EMP00082,EMP00220,,2025-10-08 00:00:00,2025-10-21 00:00:00,38070,7233.3,45365.11,47465.51,258,13
3290,11,20230310,2023-03-10 00:00:00,DOC000706,PRD00312,SUPP00009,EMP00250,BL006,ACC20001,PO-817996,SINV-697248,Stock,Net 60,Partial,Delivered,311,498,282.61,6.44,19,WH_Timisoara,CIF,RON,1.0162,Pending,3.32,EMP00238,EMP00033,,2023-04-08 00:00:00,2023-04-24 00:00:00,140739.78,26740.56,167486.78,170200.07,187,16
3291,10,20250211,2025-02-11 00:00:00,DOC003648,PRD00210,SUPP00097,EMP00073,BL005,ACC20001,PO-519777,SINV-641437,Stock,Net 30,Pending,Partial,355,416,231.33,132.13,19,WH_Bucharest,DDP,RON,1.0026,Passed,1.6,EMP00061,EMP00246,,2025-02-23 00:00:00,2025-02-23 00:00:00,96233.28,18284.32,114649.73,114947.82,61,0
3292,15,20240723,2024-07-23 00:00:00,DOC002737,PRD00205,SUPP00188,EMP00010,BL005,ACC20002,PO-981299,SINV-310158,Stock,Net 90,Paid,Delivered,141,324,191.03,194.86,19,WH_Timisoara,DDP,RON,1.0197,N/A,3.46,EMP00082,EMP00171,,2024-08-10 00:00:00,2024-08-08 00:00:00,61893.72,11759.81,73848.39,75303.2,183,-2
3293,13,20250219,2025-02-19 00:00:00,DOC004648,PRD00331,SUPP00042,EMP00135,BL005,ACC20001,PO-919095,SINV-881700,Stock,Net 30,Paid,Delivered,350,37,356.71,18.56,19,WH_Timisoara,EXW,RON,1.046,Passed,0.63,EMP00002,EMP00141,,2025-03-20 00:00:00,2025-03-01 00:00:00,13198.27,2507.67,15724.5,16447.83,-313,-19
3294,6,20230707,2023-07-07 00:00:00,DOC000214,PRD00258,SUPP00141,EMP00007,BL006,ACC20001,PO-572050,SINV-891310,Direct,Net 30,Paid,Delivered,11,245,461.53,11.16,19,WH_Cluj,FOB,RON,1.0358,Passed,0.18,EMP00084,EMP00119,,2023-08-10 00:00:00,2023-07-12 00:00:00,113074.85,21484.22,134570.23,139387.84,234,-29
3295,8,20240424,2024-04-24 00:00:00,DOC002325,PRD00018,SUPP00147,EMP00163,BL004,ACC20001,PO-417054,SINV-106888,Direct,Net 30,Paid,Delivered,204,378,207.64,71.64,19,WH_Cluj,EXW,EUR,0.9994,Passed,4.29,EMP00202,EMP00155,Quality Issues,2024-05-14 00:00:00,2024-05-02 00:00:00,78487.92,14912.7,93472.26,93416.18,174,-12
3296,1,20241224,2024-12-24 00:00:00,DOC000214,PRD00211,SUPP00189,EMP00245,BL002,ACC20001,PO-502356,SINV-736579,Stock,Net 60,Paid,Delivered,337,319,61.21,147.69,19,WH_Timisoara,CIF,RON,0.9904,Passed,3.77,EMP00205,EMP00226,,2025-01-09 00:00:00,2025-01-30 00:00:00,19525.99,3709.94,23383.62,23159.14,-18,21
3297,13,20230304,2023-03-04 00:00:00,DOC004284,PRD00315,SUPP00162,EMP00149,BL004,ACC20001,PO-998490,SINV-293577,Direct,COD,Paid,Delivered,53,150,222.06,60.71,19,WH_Cluj,DDP,RON,1.0199,Passed,2.14,EMP00080,EMP00147,,2023-04-07 00:00:00,2023-03-15 00:00:00,33309,6328.71,39698.42,40488.42,97,-23
3298,6,20240229,2024-02-29 00:00:00,DOC000185,PRD00404,SUPP00187,EMP00039,BL003,ACC20002,PO-631883,SINV-469132,Stock,Net 60,Pending,Delivered,401,85,439.29,176.27,19,WH_Bucharest,EXW,USD,1.0283,Passed,1.94,EMP00234,EMP00036,,2024-03-30 00:00:00,2024-04-11 00:00:00,37339.65,7094.53,44610.45,45872.93,-316,12
3299,1,20250208,2025-02-08 00:00:00,DOC003616,PRD00131,SUPP00142,EMP00073,BL002,ACC20002,PO-538281,SINV-444938,Service,COD,Paid,Delivered,442,494,395.56,76.3,19,WH_Cluj,CIF,USD,0.9941,Passed,4.81,EMP00144,EMP00160,Quality Issues,2025-02-17 00:00:00,2025-03-26 00:00:00,195406.64,37127.26,232610.2,231237.8,52,37
3300,15,20230108,2023-01-08 00:00:00,DOC004184,PRD00476,SUPP00055,EMP00039,BL002,ACC20001,PO-392380,SINV-559870,Stock,Net 60,Paid,Delivered,321,396,174.82,181.04,19,WH_Bucharest,DDP,EUR,0.9978,Passed,2.38,EMP00003,EMP00217,Delayed,2023-01-25 00:00:00,2023-02-25 00:00:00,69228.72,13153.46,82563.22,82381.58,75,31
3301,1,20231107,2023-11-07 00:00:00,DOC001024,PRD00442,SUPP00071,EMP00245,BL001,ACC20002,PO-586443,SINV-403475,Stock,Net 60,Paid,Delivered,451,175,449.7,134.82,19,WH_Bucharest,FOB,RON,1.048,Passed,2.71,EMP00200,EMP00028,,2023-11-15 00:00:00,2023-11-25 00:00:00,78697.5,14952.52,93784.84,98286.51,-276,10
