Sales_ID,Sales_Line_Number,Date_ID,Transaction_DateTime,Document_ID,Product_ID,Customer_ID,Employee_ID,Business_Line_ID,Account_ID,Order_Number,Invoice_Number,Sales_Channel,Payment_Method,Payment_Status,Delivery_Method,Quantity,Unit_Price,Unit_Cost,Discount_Pct,Tax_Pct,Promotion_Code,Customer_Segment_Override,Sales_Region,Warehouse_Location,Created_By,Modified_By,Is_Return,Return_Reason,Notes,Gross_Amount,Discount_Amount,Net_Amount,Tax_Amount,Total_Amount,Cost_Amount,Profit_Amount,Profit_Margin_Pct,Created_Date,Modified_Date
2948,9,20251219,2025-12-19 11:54:00,DOC000759,PRD00237,CUST000289,EMP00018,BL006,ACC10002,ORD-349060,INV-658012,In-Store,Cash,Pending,Express,10,108.07,72.61,20,19,,Corporate,South,WH_Cluj,EMP00177,EMP00036,0,,,1080.7,216.14,864.56,164.27,1028.83,726.1,138.46,16.02,2025-12-19 00:00:00,2025-12-23 00:00:00
2949,8,20241105,2024-11-05 10:52:00,DOC004521,PRD00264,CUST000837,EMP00043,BL004,ACC10002,ORD-183726,INV-186407,In-Store,Credit Card,Paid,Standard,86,469.67,241.29,15,19,,,Central,WH_Cluj,EMP00234,EMP00042,0,,,40391.62,6058.74,34332.88,6523.25,40856.13,20750.94,13581.94,39.56,2024-11-05 00:00:00,2024-11-08 00:00:00
2950,5,20241214,2024-12-14 12:32:00,DOC000814,PRD00380,CUST000329,EMP00049,BL001,ACC10002,ORD-365718,INV-368745,Online,Bank Transfer,Paid,Standard,43,759.34,368.32,10,19,FIRST_ORDER,,Central,WH_Bucharest,EMP00129,EMP00107,1,,,32651.62,3265.16,29386.46,5583.43,34969.89,15837.76,13548.7,46.11,2024-12-14 00:00:00,2024-12-17 00:00:00
2951,2,20250108,2025-01-08 12:00:00,DOC000507,PRD00301,CUST000872,EMP00018,BL005,ACC10002,ORD-444672,INV-193034,In-Store,Cash,Paid,Standard,8,920.25,147.05,10,19,,Corporate,South,WH_Bucharest,EMP00008,EMP00191,0,,,7362,736.2,6625.8,1258.9,7884.7,1176.4,5449.4,82.25,2025-01-08 00:00:00,2025-01-11 00:00:00
2952,3,20240710,2024-07-10 14:27:00,DOC001057,PRD00088,CUST000974,EMP00036,BL004,ACC10002,ORD-737362,INV-654353,Online,Credit Card,Paid,Express,99,742.14,34.73,10,19,,,South,WH_Cluj,EMP00114,EMP00172,0,,,73471.86,7347.19,66124.67,12563.69,78688.36,3438.27,62686.4,94.8,2024-07-10 00:00:00,2024-07-12 00:00:00
2953,10,20230716,2023-07-16 18:39:00,DOC001979,PRD00385,CUST000430,EMP00026,BL006,ACC10001,ORD-433836,INV-969731,Phone,Cash,Pending,Same-Day,62,606.21,468.06,0,19,,VIP,East,WH_Cluj,EMP00106,EMP00167,0,,,37585.02,0,37585.02,7141.15,44726.17,29019.72,8565.3,22.79,2023-07-16 00:00:00,2023-07-20 00:00:00
2954,3,20250724,2025-07-24 08:05:00,DOC003009,PRD00154,CUST000100,EMP00081,BL003,ACC10001,ORD-862576,INV-189410,Partner,Crypto,Overdue,Pickup,54,270.35,53.34,0,19,,,Central,WH_Cluj,EMP00109,EMP00233,0,,,14598.9,0,14598.9,2773.79,17372.69,2880.36,11718.54,80.27,2025-07-24 00:00:00,2025-07-24 00:00:00
2955,4,20241108,2024-11-08 16:51:00,DOC002005,PRD00342,CUST000601,EMP00153,BL005,ACC10002,ORD-286322,INV-984725,In-Store,PayPal,Paid,Express,9,739.58,96.13,15,19,,,South,WH_Cluj,EMP00026,EMP00184,0,,,6656.22,998.43,5657.79,1074.98,6732.77,865.17,4792.62,84.71,2024-11-08 00:00:00,2024-11-10 00:00:00
2956,2,20240518,2024-05-18 09:02:00,DOC003621,PRD00107,CUST000007,EMP00113,BL006,ACC10002,ORD-575194,INV-891015,In-Store,Credit Card,Overdue,Express,7,46.75,405.02,5,19,,,West,WH_Cluj,EMP00206,EMP00011,1,,,327.25,16.36,310.89,59.07,369.96,2835.14,-2524.25,-811.94,2024-05-18 00:00:00,2024-05-21 00:00:00
2957,8,20250107,2025-01-07 16:44:00,DOC002699,PRD00217,CUST000866,EMP00058,BL001,ACC10001,ORD-851610,INV-758394,Mobile App,Cash,Paid,Pickup,84,813.19,322.2,10,19,,,West,WH_Bucharest,EMP00207,EMP00188,0,,,68307.96,6830.8,61477.16,11680.66,73157.82,27064.8,34412.36,55.98,2025-01-07 00:00:00,2025-01-11 00:00:00
2958,8,20250302,2025-03-02 16:24:00,DOC002810,PRD00159,CUST000171,EMP00049,BL005,ACC10001,ORD-875948,INV-890870,Phone,Credit Card,Paid,Standard,2,155.24,142.83,0,19,SUMMER23,,North,WH_Bucharest,EMP00176,EMP00013,0,,,310.48,0,310.48,58.99,369.47,285.66,24.82,7.99,2025-03-02 00:00:00,2025-03-05 00:00:00
2959,8,20230716,2023-07-16 10:56:00,DOC002479,PRD00312,CUST000263,EMP00081,BL003,ACC10002,ORD-517221,INV-519038,Online,Credit Card,Paid,Same-Day,10,598.16,414.41,5,19,,,East,WH_Cluj,EMP00020,EMP00040,0,,,5981.6,299.08,5682.52,1079.68,6762.2,4144.1,1538.42,27.07,2023-07-16 00:00:00,2023-07-20 00:00:00
2960,10,20250219,2025-02-19 14:43:00,DOC003108,PRD00354,CUST000863,EMP00037,BL004,ACC10001,ORD-183512,INV-675073,In-Store,Bank Transfer,Paid,Express,21,845.7,209.76,15,19,,,West,WH_Timisoara,EMP00024,EMP00206,0,,,17759.7,2663.96,15095.74,2868.19,17963.93,4404.96,10690.78,70.82,2025-02-19 00:00:00,2025-02-19 00:00:00
2961,5,20250113,2025-01-13 10:51:00,DOC003957,PRD00037,CUST000372,EMP00153,BL006,ACC10002,ORD-432469,INV-458211,Phone,Credit Card,Paid,Standard,45,885.3,10.57,0,19,,,Central,WH_Cluj,EMP00193,EMP00124,0,,,39838.5,0,39838.5,7569.32,47407.82,475.65,39362.85,98.81,2025-01-13 00:00:00,2025-01-14 00:00:00
2962,10,20240226,2024-02-26 15:15:00,DOC003465,PRD00459,CUST000829,EMP00081,BL004,ACC10001,ORD-200135,INV-118379,Phone,Credit Card,Pending,Express,40,538,147.51,0,19,FIRST_ORDER,,North,WH_Cluj,EMP00188,EMP00043,0,,,21520,0,21520,4088.8,25608.8,5900.4,15619.6,72.58,2024-02-26 00:00:00,2024-03-01 00:00:00
2963,6,20240307,2024-03-07 15:42:00,DOC004961,PRD00388,CUST000544,EMP00014,BL001,ACC10001,ORD-766723,INV-630928,Online,Credit Card,Paid,Standard,83,366.43,237.79,20,19,,,West,WH_Bucharest,EMP00018,EMP00098,0,,Special Instructions,30413.69,6082.74,24330.95,4622.88,28953.83,19736.57,4594.38,18.88,2024-03-07 00:00:00,2024-03-08 00:00:00
2964,6,20250714,2025-07-14 10:55:00,DOC003364,PRD00072,CUST000725,EMP00168,BL001,ACC10002,ORD-345022,INV-962074,Phone,PayPal,Paid,Standard,50,728.32,297.77,0,19,,,Central,WH_Cluj,EMP00204,EMP00169,0,,,36416,0,36416,6919.04,43335.04,14888.5,21527.5,59.12,2025-07-14 00:00:00,2025-07-18 00:00:00
2965,7,20230823,2023-08-23 12:03:00,DOC004160,PRD00121,CUST000497,EMP00043,BL004,ACC10002,ORD-483924,INV-921550,Phone,PayPal,Paid,Standard,58,913.88,384.98,10,19,BLACK_FRIDAY,,East,WH_Timisoara,EMP00011,EMP00214,0,,Special Instructions,53005.04,5300.5,47704.54,9063.86,56768.4,22328.84,25375.7,53.19,2023-08-23 00:00:00,2023-08-25 00:00:00
2966,1,20231123,2023-11-23 14:07:00,DOC003762,PRD00172,CUST000059,EMP00168,BL002,ACC10002,ORD-337836,INV-676996,Online,Cash,Partial,Standard,9,59.13,81.51,5,19,,,North,WH_Cluj,EMP00201,EMP00027,1,,,532.17,26.61,505.56,96.06,601.62,733.59,-228.03,-45.1,2023-11-23 00:00:00,2023-11-27 00:00:00
2967,10,20250722,2025-07-22 08:38:00,DOC000854,PRD00227,CUST000335,EMP00026,BL004,ACC10002,ORD-348599,INV-624916,Mobile App,Credit Card,Pending,Express,99,409.81,388.7,0,19,BLACK_FRIDAY,,North,WH_Cluj,EMP00201,EMP00247,0,,,40571.19,0,40571.19,7708.53,48279.72,38481.3,2089.89,5.15,2025-07-22 00:00:00,2025-07-23 00:00:00
2968,3,20240423,2024-04-23 10:15:00,DOC002393,PRD00217,CUST000030,EMP00003,BL003,ACC10002,ORD-817148,INV-708018,Phone,Bank Transfer,Paid,Standard,91,348.15,244.97,20,19,,,Central,WH_Bucharest,EMP00168,EMP00023,0,,,31681.65,6336.33,25345.32,4815.61,30160.93,22292.27,3053.05,12.05,2024-04-23 00:00:00,2024-04-27 00:00:00
2969,3,20240303,2024-03-03 08:43:00,DOC002079,PRD00095,CUST000260,EMP00013,BL005,ACC10002,ORD-788624,INV-679516,In-Store,PayPal,Pending,Standard,43,543.62,23.13,15,19,SUMMER23,,East,WH_Cluj,EMP00030,EMP00108,0,,,23375.66,3506.35,19869.31,3775.17,23644.48,994.59,18874.72,94.99,2024-03-03 00:00:00,2024-03-04 00:00:00
2970,7,20241027,2024-10-27 09:37:00,DOC001476,PRD00177,CUST000546,EMP00249,BL002,ACC10001,ORD-531159,INV-630640,Phone,PayPal,Paid,Standard,24,416.85,237.23,0,19,,,South,WH_Cluj,EMP00133,EMP00243,0,,,10004.4,0,10004.4,1900.84,11905.24,5693.52,4310.88,43.09,2024-10-27 00:00:00,2024-10-30 00:00:00
2971,6,20250507,2025-05-07 14:22:00,DOC002409,PRD00087,CUST000137,EMP00168,BL004,ACC10001,ORD-407501,INV-789689,Online,Credit Card,Paid,Pickup,92,75.24,132.73,0,19,FIRST_ORDER,,Central,WH_Timisoara,EMP00248,EMP00220,0,,,6922.08,0,6922.08,1315.2,8237.28,12211.16,-5289.08,-76.41,2025-05-07 00:00:00,2025-05-08 00:00:00
2972,9,20241003,2024-10-03 14:05:00,DOC000735,PRD00424,CUST000316,EMP00051,BL005,ACC10002,ORD-882206,INV-559990,Online,Credit Card,Paid,Standard,81,133.75,122.9,0,19,LOYALTY10,,Central,WH_Bucharest,EMP00075,EMP00113,0,,,10833.75,0,10833.75,2058.41,12892.16,9954.9,878.85,8.11,2024-10-03 00:00:00,2024-10-07 00:00:00
2973,9,20250321,2025-03-21 10:42:00,DOC003100,PRD00102,CUST000460,EMP00232,BL006,ACC10001,ORD-297377,INV-348664,Online,Crypto,Overdue,Standard,48,10.56,172.58,0,19,BLACK_FRIDAY,,West,WH_Timisoara,EMP00122,EMP00016,0,,,506.88,0,506.88,96.31,603.19,8283.84,-7776.96,-1534.28,2025-03-21 00:00:00,2025-03-21 00:00:00
2974,9,20251202,2025-12-02 13:43:00,DOC003406,PRD00324,CUST000734,EMP00109,BL001,ACC10002,ORD-733653,INV-228553,In-Store,Bank Transfer,Paid,Pickup,43,863.28,288.71,5,19,,,Central,WH_Bucharest,EMP00050,EMP00111,0,,,37121.04,1856.05,35264.99,6700.35,41965.34,12414.53,22850.46,64.8,2025-12-02 00:00:00,2025-12-05 00:00:00
2975,4,20240728,2024-07-28 13:15:00,DOC002818,PRD00356,CUST000408,EMP00232,BL006,ACC10002,ORD-938131,INV-953715,In-Store,Credit Card,Partial,Standard,53,835.33,297.84,0,19,FIRST_ORDER,,Central,WH_Bucharest,EMP00023,EMP00042,0,,,44272.49,0,44272.49,8411.77,52684.26,15785.52,28486.97,64.34,2024-07-28 00:00:00,2024-07-29 00:00:00
2976,3,20251015,2025-10-15 09:53:00,DOC004741,PRD00455,CUST000627,EMP00002,BL004,ACC10002,ORD-738411,INV-225499,Online,Cash,Partial,Standard,47,607.35,463.99,15,19,,,South,WH_Bucharest,EMP00140,EMP00050,0,,,28545.45,4281.82,24263.63,4610.09,28873.72,21807.53,2456.1,10.12,2025-10-15 00:00:00,2025-10-16 00:00:00
2977,4,20251025,2025-10-25 16:15:00,DOC003877,PRD00127,CUST000183,EMP00013,BL002,ACC10002,ORD-612857,INV-684668,In-Store,Credit Card,Paid,Pickup,86,312.28,456.08,5,19,,,East,WH_Cluj,EMP00149,EMP00039,0,,,26856.08,1342.8,25513.28,4847.52,30360.8,39222.88,-13709.6,-53.74,2025-10-25 00:00:00,2025-10-26 00:00:00
2978,3,20250313,2025-03-13 15:22:00,DOC001321,PRD00394,CUST000247,EMP00081,BL003,ACC10001,ORD-295423,INV-169282,Online,Cash,Partial,Standard,23,472.79,288.6,5,19,,VIP,West,WH_Timisoara,EMP00126,EMP00080,0,,,10874.17,543.71,10330.46,1962.79,12293.25,6637.8,3692.66,35.75,2025-03-13 00:00:00,2025-03-14 00:00:00
2979,7,20240204,2024-02-04 09:15:00,DOC003997,PRD00070,CUST000029,EMP00051,BL005,ACC10002,ORD-150537,INV-104707,Mobile App,Credit Card,Paid,Standard,45,667.03,56.58,0,19,LOYALTY10,,East,WH_Cluj,EMP00058,EMP00172,0,,,30016.35,0,30016.35,5703.11,35719.46,2546.1,27470.25,91.52,2024-02-04 00:00:00,2024-02-05 00:00:00
2980,3,20240817,2024-08-17 19:35:00,DOC003404,PRD00223,CUST000310,EMP00249,BL006,ACC10001,ORD-339236,INV-351881,In-Store,Credit Card,Partial,Standard,78,767.38,56.47,0,19,,,Central,WH_Timisoara,EMP00048,EMP00207,0,,,59855.64,0,59855.64,11372.57,71228.21,4404.66,55450.98,92.64,2024-08-17 00:00:00,2024-08-21 00:00:00
2981,1,20230427,2023-04-27 11:11:00,DOC000921,PRD00260,CUST000179,EMP00152,BL005,ACC10002,ORD-669491,INV-172482,Online,Crypto,Paid,Express,82,330.24,40.29,5,19,,,East,WH_Timisoara,EMP00156,EMP00158,0,,,27079.68,1353.98,25725.7,4887.88,30613.58,3303.78,22421.92,87.16,2023-04-27 00:00:00,2023-04-28 00:00:00
2982,8,20240118,2024-01-18 16:36:00,DOC001171,PRD00277,CUST000505,EMP00105,BL004,ACC10001,ORD-347463,INV-540715,In-Store,Credit Card,Paid,Same-Day,47,354.73,251.44,10,19,,,North,WH_Timisoara,EMP00159,EMP00250,0,,,16672.31,1667.23,15005.08,2850.97,17856.05,11817.68,3187.4,21.24,2024-01-18 00:00:00,2024-01-18 00:00:00
2983,6,20250508,2025-05-08 11:08:00,DOC000129,PRD00298,CUST000377,EMP00081,BL003,ACC10002,ORD-747260,INV-161273,Online,Credit Card,Pending,Pickup,29,920.64,236.87,20,19,,,East,WH_Cluj,EMP00030,EMP00167,0,,Special Instructions,26698.56,5339.71,21358.85,4058.18,25417.03,6869.23,14489.62,67.84,2025-05-08 00:00:00,2025-05-10 00:00:00
2984,5,20230323,2023-03-23 14:17:00,DOC001500,PRD00084,CUST000278,EMP00249,BL003,ACC10002,ORD-382072,INV-703772,In-Store,Credit Card,Paid,Express,62,238.87,145.91,0,19,SUMMER23,,North,WH_Cluj,EMP00124,EMP00175,0,,,14809.94,0,14809.94,2813.89,17623.83,9046.42,5763.52,38.92,2023-03-23 00:00:00,2023-03-27 00:00:00
2985,8,20250411,2025-04-11 12:08:00,DOC002138,PRD00465,CUST000483,EMP00229,BL001,ACC10002,ORD-530673,INV-670862,Mobile App,Credit Card,Partial,Standard,41,659.42,410.2,15,19,LOYALTY10,,West,WH_Cluj,EMP00188,EMP00119,0,,,27036.22,4055.43,22980.79,4366.35,27347.14,16818.2,6162.59,26.82,2025-04-11 00:00:00,2025-04-11 00:00:00
2986,8,20250522,2025-05-22 17:47:00,DOC002132,PRD00372,CUST000276,EMP00126,BL004,ACC10001,ORD-904245,INV-635766,In-Store,Credit Card,Pending,Standard,98,927.97,92.61,5,19,BLACK_FRIDAY,,Central,WH_Cluj,EMP00062,EMP00152,0,,,90941.06,4547.05,86394.01,16414.86,102808.87,9075.78,77318.23,89.49,2025-05-22 00:00:00,2025-05-22 00:00:00
2987,3,20241014,2024-10-14 13:20:00,DOC000136,PRD00134,CUST000293,EMP00043,BL006,ACC10002,ORD-794068,INV-369228,Online,Cash,Paid,Pickup,45,656.39,430.49,15,19,,,Central,WH_Bucharest,EMP00040,EMP00115,0,,,29537.55,4430.63,25106.92,4770.31,29877.23,19372.05,5734.87,22.84,2024-10-14 00:00:00,2024-10-18 00:00:00
2988,3,20250103,2025-01-03 08:57:00,DOC001963,PRD00255,CUST000128,EMP00168,BL005,ACC10002,ORD-154087,INV-841315,Mobile App,Credit Card,Paid,Standard,29,304.78,7.85,0,19,,,East,WH_Timisoara,EMP00019,EMP00129,0,,,8838.62,0,8838.62,1679.34,10517.96,227.65,8610.97,97.42,2025-01-03 00:00:00,2025-01-07 00:00:00
2989,10,20230311,2023-03-11 11:00:00,DOC001413,PRD00011,CUST000745,EMP00003,BL001,ACC10002,ORD-726343,INV-462745,Mobile App,Credit Card,Paid,Pickup,59,300.27,327.94,0,19,,,North,WH_Timisoara,EMP00069,EMP00151,0,,Gift Wrap,17715.93,0,17715.93,3366.03,21081.96,19348.46,-1632.53,-9.22,2023-03-11 00:00:00,2023-03-11 00:00:00
2990,7,20240122,2024-01-22 12:58:00,DOC004089,PRD00210,CUST000307,EMP00193,BL005,ACC10001,ORD-510542,INV-366485,Online,Cash,Paid,Express,82,653.72,424.48,0,19,,,East,WH_Bucharest,EMP00044,EMP00168,0,,,53605.04,0,53605.04,10184.96,63790,34807.36,18797.68,35.07,2024-01-22 00:00:00,2024-01-24 00:00:00
2991,3,20240607,2024-06-07 13:22:00,DOC001553,PRD00375,CUST000073,EMP00049,BL006,ACC10002,ORD-324252,INV-442407,Online,Cash,Paid,Standard,55,323.04,421.72,0,19,BLACK_FRIDAY,,East,WH_Cluj,EMP00002,EMP00154,0,,,17767.2,0,17767.2,3375.77,21142.97,23194.6,-5427.4,-30.55,2024-06-07 00:00:00,2024-06-10 00:00:00
2992,9,20231024,2023-10-24 13:04:00,DOC003524,PRD00073,CUST000373,EMP00013,BL001,ACC10001,ORD-182377,INV-695226,Online,Credit Card,Pending,Pickup,1,754.13,247.66,5,19,,,West,WH_Bucharest,EMP00128,EMP00014,0,Defective,,754.13,37.71,716.42,136.12,852.54,247.66,468.76,65.43,2023-10-24 00:00:00,2023-10-25 00:00:00
2993,8,20240908,2024-09-08 12:18:00,DOC002877,PRD00140,CUST000726,EMP00098,BL006,ACC10002,ORD-341872,INV-232379,Phone,Cash,Overdue,Express,89,969.86,162.02,10,19,BLACK_FRIDAY,VIP,West,WH_Timisoara,EMP00162,EMP00162,0,,,86317.54,8631.75,77685.79,14760.3,92446.09,14419.78,63266.01,81.44,2024-09-08 00:00:00,2024-09-10 00:00:00
2994,8,20241219,2024-12-19 10:34:00,DOC000025,PRD00287,CUST000434,EMP00055,BL004,ACC10002,ORD-514253,INV-634919,Phone,Credit Card,Paid,Standard,62,777.57,219.36,0,19,FIRST_ORDER,,Central,WH_Timisoara,EMP00086,EMP00048,0,,,48209.34,0,48209.34,9159.77,57369.11,13600.32,34609.02,71.79,2024-12-19 00:00:00,2024-12-21 00:00:00
2995,9,20251224,2025-12-24 18:32:00,DOC000083,PRD00159,CUST000720,EMP00126,BL006,ACC10001,ORD-996367,INV-949323,Phone,Cash,Paid,Standard,24,764.36,291.92,10,19,,,East,WH_Timisoara,EMP00027,EMP00035,0,,Rush Order,18344.64,1834.46,16510.18,3136.93,19647.11,7006.08,9504.1,57.57,2025-12-24 00:00:00,2025-12-26 00:00:00
2996,8,20230627,2023-06-27 09:54:00,DOC002156,PRD00171,CUST000834,EMP00043,BL001,ACC10002,ORD-392281,INV-140885,Online,Bank Transfer,Pending,Pickup,10,271.94,496.42,5,19,SUMMER23,,Central,WH_Timisoara,EMP00155,EMP00188,0,,,2719.4,135.97,2583.43,490.85,3074.28,4964.2,-2380.77,-92.16,2023-06-27 00:00:00,2023-07-01 00:00:00
2997,4,20251028,2025-10-28 14:45:00,DOC002701,PRD00186,CUST000062,EMP00081,BL001,ACC10002,ORD-684915,INV-449096,Partner,Cash,Paid,Same-Day,44,707.45,483.18,10,19,,,West,WH_Timisoara,EMP00221,EMP00226,0,,,31127.8,3112.78,28015.02,5322.85,33337.87,21259.92,6755.1,24.11,2025-10-28 00:00:00,2025-10-29 00:00:00
2998,7,20230111,2023-01-11 08:17:00,DOC001446,PRD00050,CUST000764,EMP00098,BL003,ACC10001,ORD-598458,INV-227429,Online,Cash,Overdue,Standard,26,748.88,421.32,10,19,BLACK_FRIDAY,,Central,WH_Cluj,EMP00230,EMP00246,0,,,19470.88,1947.09,17523.79,3329.52,20853.31,10954.32,6569.47,37.49,2023-01-11 00:00:00,2023-01-14 00:00:00
2999,6,20250223,2025-02-23 19:39:00,DOC000348,PRD00247,CUST000044,EMP00168,BL006,ACC10002,ORD-746657,INV-813576,Online,Credit Card,Paid,Express,98,850.12,363.69,20,19,SUMMER23,,East,WH_Cluj,EMP00194,EMP00125,0,,,83311.76,16662.35,66649.41,12663.39,79312.8,35641.62,31007.79,46.52,2025-02-23 00:00:00,2025-02-27 00:00:00
3000,1,20240215,2024-02-15 19:13:00,DOC000052,PRD00354,CUST000370,EMP00051,BL003,ACC10001,ORD-207804,INV-563253,In-Store,Cash,Paid,Standard,96,778.69,13.05,25,19,SUMMER23,,South,WH_Cluj,EMP00110,EMP00124,0,,Rush Order,74754.24,18688.56,56065.68,10652.48,66718.16,1252.8,54812.88,97.77,2024-02-15 00:00:00,2024-02-19 00:00:00
3001,5,20250610,2025-06-10 12:19:00,DOC001414,PRD00208,CUST000791,EMP00051,BL006,ACC10002,ORD-572069,INV-368184,In-Store,Credit Card,Partial,Standard,96,383,174.23,0,19,BLACK_FRIDAY,,Central,WH_Bucharest,EMP00243,EMP00237,0,,Gift Wrap,36768,0,36768,6985.92,43753.92,16726.08,20041.92,54.51,2025-06-10 00:00:00,2025-06-10 00:00:00
3002,2,20240829,2024-08-29 11:51:00,DOC003618,PRD00041,CUST000861,EMP00013,BL005,ACC10001,ORD-961331,INV-888295,In-Store,Credit Card,Pending,Standard,92,434.84,80.93,10,19,,VIP,South,WH_Cluj,EMP00069,EMP00046,0,,,40005.28,4000.53,36004.75,6840.9,42845.65,7445.56,28559.19,79.32,2024-08-29 00:00:00,2024-08-31 00:00:00
3003,9,20230604,2023-06-04 14:12:00,DOC002832,PRD00112,CUST000523,EMP00051,BL003,ACC10002,ORD-487538,INV-734590,In-Store,Credit Card,Paid,Standard,34,935.21,494.58,10,19,,,East,WH_Bucharest,EMP00153,EMP00178,0,,,31797.14,3179.71,28617.43,5437.31,34054.74,16815.72,11801.71,41.24,2023-06-04 00:00:00,2023-06-08 00:00:00
3004,3,20240821,2024-08-21 09:58:00,DOC001369,PRD00204,CUST000694,EMP00002,BL004,ACC10001,ORD-789994,INV-561955,In-Store,Credit Card,Paid,Standard,4,395.99,270.02,5,19,FIRST_ORDER,Corporate,West,WH_Timisoara,EMP00099,EMP00049,0,Customer Changed Mind,,1583.96,79.2,1504.76,285.9,1790.66,1080.08,424.68,28.22,2024-08-21 00:00:00,2024-08-23 00:00:00
3005,7,20250403,2025-04-03 18:52:00,DOC003466,PRD00369,CUST000695,EMP00214,BL004,ACC10001,ORD-354575,INV-897046,Online,Cash,Pending,Standard,13,451.53,201.77,0,19,,,West,WH_Timisoara,EMP00119,EMP00247,0,,,5869.89,0,5869.89,1115.28,6985.17,2623.01,3246.88,55.31,2025-04-03 00:00:00,2025-04-07 00:00:00
3006,2,20231216,2023-12-16 15:15:00,DOC004633,PRD00461,CUST000061,EMP00014,BL001,ACC10001,ORD-836913,INV-800881,Mobile App,Bank Transfer,Pending,Standard,5,66.74,89.09,0,19,,,West,WH_Timisoara,EMP00101,EMP00116,0,,,333.7,0,333.7,63.4,397.1,445.45,-111.75,-33.49,2023-12-16 00:00:00,2023-12-18 00:00:00
3007,7,20250731,2025-07-31 16:40:00,DOC003121,PRD00420,CUST000483,EMP00152,BL005,ACC10002,ORD-340230,INV-907282,Online,Credit Card,Paid,Express,48,743.11,411.13,5,19,,,North,WH_Cluj,EMP00081,EMP00077,1,,Rush Order,35669.28,1783.46,33885.82,6438.31,40324.13,19734.24,14151.58,41.76,2025-07-31 00:00:00,2025-08-02 00:00:00
3008,4,20230119,2023-01-19 19:30:00,DOC003422,PRD00205,CUST000180,EMP00190,BL004,ACC10002,ORD-807605,INV-516116,Partner,Cash,Pending,Standard,73,344.94,494.09,0,19,LOYALTY10,,Central,WH_Bucharest,EMP00221,EMP00044,0,,,25180.62,0,25180.62,4784.32,29964.94,36068.57,-10887.95,-43.24,2023-01-19 00:00:00,2023-01-19 00:00:00
3009,6,20231109,2023-11-09 17:38:00,DOC003917,PRD00172,CUST000635,EMP00151,BL001,ACC10002,ORD-583762,INV-477571,Partner,Credit Card,Pending,Standard,80,140.94,294.9,5,19,,VIP,East,WH_Cluj,EMP00146,EMP00114,0,,,11275.2,563.76,10711.44,2035.17,12746.61,23592,-12880.56,-120.25,2023-11-09 00:00:00,2023-11-09 00:00:00
3010,9,20250715,2025-07-15 08:34:00,DOC001456,PRD00127,CUST000022,EMP00049,BL005,ACC10001,ORD-615085,INV-219248,Online,Credit Card,Paid,Express,87,933.17,110.13,0,19,LOYALTY10,,Central,WH_Bucharest,EMP00082,EMP00219,0,,Rush Order,81185.79,0,81185.79,15425.3,96611.09,9581.31,71604.48,88.2,2025-07-15 00:00:00,2025-07-18 00:00:00
3011,8,20240611,2024-06-11 12:19:00,DOC000523,PRD00066,CUST000515,EMP00113,BL004,ACC10001,ORD-533129,INV-907274,In-Store,PayPal,Paid,Standard,72,476.77,225.62,0,19,,,North,WH_Timisoara,EMP00194,EMP00069,0,,,34327.44,0,34327.44,6522.21,40849.65,16244.64,18082.8,52.68,2024-06-11 00:00:00,2024-06-13 00:00:00
3012,9,20240710,2024-07-10 11:56:00,DOC000110,PRD00369,CUST000751,EMP00002,BL002,ACC10002,ORD-895000,INV-238358,Mobile App,Credit Card,Paid,Express,48,265.88,492.2,0,19,,VIP,West,WH_Cluj,EMP00194,EMP00181,0,,Gift Wrap,12762.24,0,12762.24,2424.83,15187.07,23625.6,-10863.36,-85.12,2024-07-10 00:00:00,2024-07-10 00:00:00
3013,5,20240320,2024-03-20 12:00:00,DOC003145,PRD00271,CUST000716,EMP00152,BL001,ACC10001,ORD-448677,INV-953625,In-Store,Crypto,Paid,Standard,35,300.74,399.43,0,19,SUMMER23,,West,WH_Timisoara,EMP00080,EMP00086,0,,,10525.9,0,10525.9,1999.92,12525.82,13980.05,-3454.15,-32.82,2024-03-20 00:00:00,2024-03-24 00:00:00
3014,5,20230819,2023-08-19 16:55:00,DOC004056,PRD00461,CUST000833,EMP00013,BL004,ACC10001,ORD-537524,INV-696321,Phone,Cash,Paid,Standard,65,915.49,248.29,0,19,,,South,WH_Timisoara,EMP00083,EMP00041,0,,,59506.85,0,59506.85,11306.3,70813.15,16138.85,43368,72.88,2023-08-19 00:00:00,2023-08-20 00:00:00
3015,4,20240916,2024-09-16 19:39:00,DOC002150,PRD00034,CUST000758,EMP00190,BL002,ACC10002,ORD-539103,INV-632967,In-Store,Cash,Paid,Standard,26,560.72,329.16,25,19,,,East,WH_Bucharest,EMP00182,EMP00184,0,,,14578.72,3644.68,10934.04,2077.47,13011.51,8558.16,2375.88,21.73,2024-09-16 00:00:00,2024-09-16 00:00:00
3016,9,20251007,2025-10-07 10:45:00,DOC004773,PRD00474,CUST000698,EMP00013,BL006,ACC10002,ORD-894375,INV-687667,In-Store,Credit Card,Paid,Pickup,29,563.04,142.62,20,19,BLACK_FRIDAY,,South,WH_Timisoara,EMP00238,EMP00085,0,,Fragile,16328.16,3265.63,13062.53,2481.88,15544.41,4135.98,8926.55,68.34,2025-10-07 00:00:00,2025-10-10 00:00:00
