Document_ID,Document_Number,Document_Type,Document_Date,Status
DOC001163,INV-001163,Purchase_Order,2023-03-21 00:00:00,Posted
DOC001164,INV-001164,Budget_Entry,2025-02-22 00:00:00,Approved
DOC001165,INV-001165,Sales_Invoice,2025-01-02 00:00:00,Posted
DOC001166,INV-001166,Payroll,2023-03-18 00:00:00,Posted
DOC001167,INV-001167,Payroll,2024-05-23 00:00:00,Posted
DOC001168,INV-001168,Purchase_Order,2025-10-29 00:00:00,Cancelled
DOC001169,INV-001169,Sales_Invoice,2024-04-06 00:00:00,Draft
DOC001170,INV-001170,Sales_Invoice,2023-09-02 00:00:00,Posted
DOC001171,INV-001171,Sales_Invoice,2023-05-02 00:00:00,Posted
DOC001172,INV-001172,Stock_Movement,2023-07-04 00:00:00,Posted
DOC001173,INV-001173,Stock_Movement,2023-02-01 00:00:00,Posted
DOC001174,INV-001174,Purchase_Order,2025-09-24 00:00:00,Posted
DOC001175,INV-001175,Sales_Invoice,2025-01-31 00:00:00,Posted
DOC001176,INV-001176,Sales_Invoice,2024-07-22 00:00:00,Posted
DOC001177,INV-001177,Payroll,2023-11-06 00:00:00,Approved
DOC001178,INV-001178,Payroll,2025-04-09 00:00:00,Posted
DOC001179,INV-001179,Purchase_Order,2025-09-18 00:00:00,Approved
DOC001180,INV-001180,Sales_Invoice,2025-12-15 00:00:00,Posted
DOC001181,INV-001181,Purchase_Order,2025-03-01 00:00:00,Posted
DOC001182,INV-001182,Payroll,2024-04-08 00:00:00,Posted
DOC001183,INV-001183,Payroll,2024-11-08 00:00:00,Approved
DOC001184,INV-001184,Stock_Movement,2025-09-05 00:00:00,Posted
DOC001185,INV-001185,Purchase_Order,2024-10-31 00:00:00,Posted
DOC001186,INV-001186,Purchase_Order,2024-11-28 00:00:00,Posted
DOC001187,INV-001187,Sales_Invoice,2025-09-20 00:00:00,Posted
DOC001188,INV-001188,Sales_Invoice,2023-03-19 00:00:00,Posted
DOC001189,INV-001189,Stock_Movement,2024-06-17 00:00:00,Approved
DOC001190,INV-001190,Budget_Entry,2023-04-18 00:00:00,Posted
DOC001191,INV-001191,Budget_Entry,2025-02-02 00:00:00,Posted
DOC001192,INV-001192,Budget_Entry,2023-01-15 00:00:00,Posted
DOC001193,INV-001193,Purchase_Order,2024-01-05 00:00:00,Posted
DOC001194,INV-001194,Purchase_Order,2023-07-24 00:00:00,Posted
DOC001195,INV-001195,Payroll,2025-05-14 00:00:00,Posted
DOC001196,INV-001196,Purchase_Order,2024-03-16 00:00:00,Posted
DOC001197,INV-001197,Purchase_Order,2025-05-08 00:00:00,Posted
DOC001198,INV-001198,Purchase_Order,2023-08-15 00:00:00,Cancelled
DOC001199,INV-001199,Stock_Movement,2024-06-11 00:00:00,Approved
DOC001200,INV-001200,Purchase_Order,2023-12-20 00:00:00,Posted
DOC001201,INV-001201,Sales_Invoice,2024-09-14 00:00:00,Posted
DOC001202,INV-001202,Sales_Invoice,2025-10-21 00:00:00,Posted
DOC001203,INV-001203,Payroll,2025-07-15 00:00:00,Draft
DOC001204,INV-001204,Stock_Movement,2023-06-10 00:00:00,Approved
DOC001205,INV-001205,Sales_Invoice,2025-05-20 00:00:00,Posted
DOC001206,INV-001206,Stock_Movement,2024-03-19 00:00:00,Posted
DOC001207,INV-001207,Stock_Movement,2024-04-07 00:00:00,Posted
DOC001208,INV-001208,Payroll,2025-11-19 00:00:00,Posted
DOC001209,INV-001209,Stock_Movement,2024-04-17 00:00:00,Posted
DOC001210,INV-001210,Purchase_Order,2024-07-10 00:00:00,Posted
DOC001211,INV-001211,Stock_Movement,2023-03-21 00:00:00,Posted
DOC001212,INV-001212,Payroll,2025-11-28 00:00:00,Approved
DOC001213,INV-001213,Payroll,2023-08-28 00:00:00,Posted
DOC001214,INV-001214,Payroll,2024-07-10 00:00:00,Posted
DOC001215,INV-001215,Sales_Invoice,2024-08-12 00:00:00,Posted
DOC001216,INV-001216,Purchase_Order,2023-09-26 00:00:00,Approved
DOC001217,INV-001217,Sales_Invoice,2023-12-01 00:00:00,Cancelled
DOC001218,INV-001218,Budget_Entry,2023-11-08 00:00:00,Posted
DOC001219,INV-001219,Purchase_Order,2025-12-12 00:00:00,Posted
DOC001220,INV-001220,Stock_Movement,2025-12-27 00:00:00,Posted
DOC001221,INV-001221,Payroll,2024-11-24 00:00:00,Posted
DOC001222,INV-001222,Budget_Entry,2023-02-03 00:00:00,Posted
DOC001223,INV-001223,Purchase_Order,2024-01-21 00:00:00,Posted
DOC001224,INV-001224,Sales_Invoice,2023-09-06 00:00:00,Posted
DOC001225,INV-001225,Payroll,2025-12-06 00:00:00,Posted
DOC001226,INV-001226,Sales_Invoice,2025-03-04 00:00:00,Posted
DOC001227,INV-001227,Purchase_Order,2025-05-01 00:00:00,Draft
DOC001228,INV-001228,Purchase_Order,2025-05-23 00:00:00,Posted
DOC001229,INV-001229,Budget_Entry,2024-01-11 00:00:00,Posted
DOC001230,INV-001230,Stock_Movement,2024-12-24 00:00:00,Draft
DOC001231,INV-001231,Sales_Invoice,2023-07-21 00:00:00,Posted
DOC001232,INV-001232,Budget_Entry,2024-03-20 00:00:00,Posted
DOC001233,INV-001233,Payroll,2023-10-24 00:00:00,Posted
DOC001234,INV-001234,Stock_Movement,2024-05-07 00:00:00,Posted
DOC001235,INV-001235,Budget_Entry,2023-12-04 00:00:00,Cancelled
DOC001236,INV-001236,Sales_Invoice,2025-07-11 00:00:00,Posted
DOC001237,INV-001237,Purchase_Order,2025-12-25 00:00:00,Approved
DOC001238,INV-001238,Payroll,2025-03-02 00:00:00,Posted
DOC001239,INV-001239,Sales_Invoice,2025-08-19 00:00:00,Posted
DOC001240,INV-001240,Stock_Movement,2023-11-13 00:00:00,Posted
DOC001241,INV-001241,Stock_Movement,2025-07-30 00:00:00,Posted
DOC001242,INV-001242,Purchase_Order,2024-09-17 00:00:00,Posted
DOC001243,INV-001243,Purchase_Order,2023-03-16 00:00:00,Posted
DOC001244,INV-001244,Payroll,2025-07-27 00:00:00,Posted
DOC001245,INV-001245,Payroll,2023-02-28 00:00:00,Draft
DOC001246,INV-001246,Purchase_Order,2024-01-21 00:00:00,Posted
DOC001247,INV-001247,Purchase_Order,2023-01-15 00:00:00,Posted
DOC001248,INV-001248,Stock_Movement,2023-07-18 00:00:00,Posted
DOC001249,INV-001249,Purchase_Order,2023-02-04 00:00:00,Cancelled
DOC001250,INV-001250,Budget_Entry,2023-06-11 00:00:00,Posted
DOC001251,INV-001251,Sales_Invoice,2025-09-08 00:00:00,Posted
DOC001252,INV-001252,Purchase_Order,2025-03-09 00:00:00,Posted
DOC001253,INV-001253,Payroll,2025-06-13 00:00:00,Posted
DOC001254,INV-001254,Budget_Entry,2024-04-15 00:00:00,Posted
DOC001255,INV-001255,Payroll,2024-06-14 00:00:00,Posted
DOC001256,INV-001256,Budget_Entry,2025-03-02 00:00:00,Approved
DOC001257,INV-001257,Purchase_Order,2025-05-01 00:00:00,Posted
DOC001258,INV-001258,Sales_Invoice,2023-12-14 00:00:00,Posted
DOC001259,INV-001259,Payroll,2024-11-24 00:00:00,Posted
DOC001260,INV-001260,Budget_Entry,2025-07-23 00:00:00,Posted
DOC001261,INV-001261,Stock_Movement,2025-07-01 00:00:00,Posted
DOC001262,INV-001262,Purchase_Order,2023-05-27 00:00:00,Posted
DOC001263,INV-001263,Sales_Invoice,2024-11-05 00:00:00,Posted
DOC001264,INV-001264,Purchase_Order,2024-11-17 00:00:00,Posted
DOC001265,INV-001265,Stock_Movement,2025-08-17 00:00:00,Posted
DOC001266,INV-001266,Sales_Invoice,2024-11-16 00:00:00,Posted
DOC001267,INV-001267,Stock_Movement,2023-05-01 00:00:00,Posted
DOC001268,INV-001268,Purchase_Order,2024-02-23 00:00:00,Cancelled
DOC001269,INV-001269,Budget_Entry,2023-12-16 00:00:00,Posted
DOC001270,INV-001270,Purchase_Order,2023-02-11 00:00:00,Posted
DOC001271,INV-001271,Purchase_Order,2023-01-29 00:00:00,Approved
DOC001272,INV-001272,Purchase_Order,2025-08-23 00:00:00,Approved
DOC001273,INV-001273,Payroll,2025-02-23 00:00:00,Posted
DOC001274,INV-001274,Stock_Movement,2023-01-14 00:00:00,Posted
DOC001275,INV-001275,Stock_Movement,2025-07-08 00:00:00,Posted
DOC001276,INV-001276,Stock_Movement,2025-03-28 00:00:00,Posted
DOC001277,INV-001277,Payroll,2025-04-04 00:00:00,Cancelled
DOC001278,INV-001278,Budget_Entry,2025-05-21 00:00:00,Posted
DOC001279,INV-001279,Purchase_Order,2023-10-22 00:00:00,Posted
DOC001280,INV-001280,Budget_Entry,2025-05-13 00:00:00,Posted
DOC001281,INV-001281,Payroll,2024-07-01 00:00:00,Posted
DOC001282,INV-001282,Stock_Movement,2025-11-26 00:00:00,Posted
DOC001283,INV-001283,Purchase_Order,2025-10-04 00:00:00,Posted
DOC001284,INV-001284,Sales_Invoice,2025-11-03 00:00:00,Posted
DOC001285,INV-001285,Sales_Invoice,2024-09-26 00:00:00,Posted
DOC001286,INV-001286,Budget_Entry,2024-08-17 00:00:00,Draft
DOC001287,INV-001287,Stock_Movement,2024-09-05 00:00:00,Posted
DOC001288,INV-001288,Sales_Invoice,2025-11-11 00:00:00,Posted
DOC001289,INV-001289,Budget_Entry,2024-04-09 00:00:00,Draft
DOC001290,INV-001290,Payroll,2025-08-12 00:00:00,Posted
DOC001291,INV-001291,Budget_Entry,2025-07-18 00:00:00,Posted
DOC001292,INV-001292,Budget_Entry,2025-03-09 00:00:00,Posted
DOC001293,INV-001293,Budget_Entry,2024-01-30 00:00:00,Approved
DOC001294,INV-001294,Purchase_Order,2023-09-03 00:00:00,Posted
DOC001295,INV-001295,Budget_Entry,2024-07-21 00:00:00,Posted
DOC001296,INV-001296,Budget_Entry,2023-02-07 00:00:00,Posted
DOC001297,INV-001297,Purchase_Order,2023-09-02 00:00:00,Posted
DOC001298,INV-001298,Purchase_Order,2023-01-21 00:00:00,Posted
DOC001299,INV-001299,Payroll,2024-01-29 00:00:00,Posted
DOC001300,INV-001300,Stock_Movement,2025-09-13 00:00:00,Posted
DOC001301,INV-001301,Sales_Invoice,2023-01-08 00:00:00,Posted
DOC001302,INV-001302,Sales_Invoice,2023-11-24 00:00:00,Posted
DOC001303,INV-001303,Budget_Entry,2023-10-17 00:00:00,Posted
DOC001304,INV-001304,Payroll,2024-05-25 00:00:00,Posted
DOC001305,INV-001305,Budget_Entry,2025-06-30 00:00:00,Posted
DOC001306,INV-001306,Sales_Invoice,2023-12-27 00:00:00,Posted
DOC001307,INV-001307,Purchase_Order,2024-12-16 00:00:00,Posted
DOC001308,INV-001308,Stock_Movement,2023-08-07 00:00:00,Posted
DOC001309,INV-001309,Payroll,2024-02-10 00:00:00,Posted
DOC001310,INV-001310,Purchase_Order,2025-01-22 00:00:00,Posted
DOC001311,INV-001311,Stock_Movement,2025-07-11 00:00:00,Posted
DOC001312,INV-001312,Payroll,2025-04-11 00:00:00,Posted
DOC001313,INV-001313,Payroll,2025-03-04 00:00:00,Posted
DOC001314,INV-001314,Sales_Invoice,2024-08-17 00:00:00,Posted
DOC001315,INV-001315,Purchase_Order,2023-04-17 00:00:00,Cancelled
DOC001316,INV-001316,Payroll,2024-08-03 00:00:00,Posted
DOC001317,INV-001317,Payroll,2024-08-31 00:00:00,Posted
DOC001318,INV-001318,Stock_Movement,2023-01-08 00:00:00,Posted
DOC001319,INV-001319,Sales_Invoice,2025-03-16 00:00:00,Posted
DOC001320,INV-001320,Budget_Entry,2023-07-08 00:00:00,Posted
DOC001321,INV-001321,Sales_Invoice,2023-03-22 00:00:00,Posted
DOC001322,INV-001322,Budget_Entry,2023-04-18 00:00:00,Posted
DOC001323,INV-001323,Purchase_Order,2024-11-16 00:00:00,Posted
DOC001324,INV-001324,Purchase_Order,2023-12-12 00:00:00,Posted
DOC001325,INV-001325,Payroll,2023-11-24 00:00:00,Posted
DOC001326,INV-001326,Purchase_Order,2024-07-08 00:00:00,Posted
DOC001327,INV-001327,Payroll,2023-10-29 00:00:00,Posted
DOC001328,INV-001328,Sales_Invoice,2023-07-19 00:00:00,Posted
DOC001329,INV-001329,Purchase_Order,2025-06-11 00:00:00,Posted
DOC001330,INV-001330,Sales_Invoice,2025-11-28 00:00:00,Approved
DOC001331,INV-001331,Sales_Invoice,2023-11-03 00:00:00,Posted
DOC001332,INV-001332,Purchase_Order,2025-10-24 00:00:00,Posted
DOC001333,INV-001333,Sales_Invoice,2024-04-12 00:00:00,Draft
DOC001334,INV-001334,Purchase_Order,2023-06-28 00:00:00,Posted
DOC001335,INV-001335,Purchase_Order,2024-10-06 00:00:00,Posted
DOC001336,INV-001336,Purchase_Order,2023-10-03 00:00:00,Approved
DOC001337,INV-001337,Budget_Entry,2024-09-12 00:00:00,Posted
DOC001338,INV-001338,Sales_Invoice,2024-09-29 00:00:00,Posted
DOC001339,INV-001339,Stock_Movement,2025-07-18 00:00:00,Posted
DOC001340,INV-001340,Purchase_Order,2023-07-02 00:00:00,Posted
DOC001341,INV-001341,Sales_Invoice,2023-03-13 00:00:00,Posted
DOC001342,INV-001342,Payroll,2024-12-19 00:00:00,Posted
DOC001343,INV-001343,Purchase_Order,2024-12-26 00:00:00,Posted
DOC001344,INV-001344,Purchase_Order,2023-09-26 00:00:00,Draft
DOC001345,INV-001345,Stock_Movement,2025-11-09 00:00:00,Posted
DOC001346,INV-001346,Budget_Entry,2024-07-31 00:00:00,Posted
DOC001347,INV-001347,Budget_Entry,2025-09-21 00:00:00,Draft
DOC001348,INV-001348,Purchase_Order,2025-03-25 00:00:00,Posted
DOC001349,INV-001349,Sales_Invoice,2023-05-27 00:00:00,Posted
DOC001350,INV-001350,Payroll,2025-06-08 00:00:00,Posted
DOC001351,INV-001351,Payroll,2023-11-06 00:00:00,Posted
DOC001352,INV-001352,Sales_Invoice,2024-06-01 00:00:00,Posted
DOC001353,INV-001353,Purchase_Order,2023-01-14 00:00:00,Posted
DOC001354,INV-001354,Payroll,2023-05-12 00:00:00,Posted
DOC001355,INV-001355,Budget_Entry,2025-01-24 00:00:00,Approved
DOC001356,INV-001356,Sales_Invoice,2024-03-14 00:00:00,Posted
DOC001357,INV-001357,Stock_Movement,2025-01-12 00:00:00,Posted
DOC001358,INV-001358,Purchase_Order,2025-01-09 00:00:00,Posted
DOC001359,INV-001359,Sales_Invoice,2025-03-05 00:00:00,Posted
DOC001360,INV-001360,Payroll,2023-09-20 00:00:00,Approved
DOC001361,INV-001361,Purchase_Order,2024-10-04 00:00:00,Posted
DOC001362,INV-001362,Budget_Entry,2023-09-15 00:00:00,Approved
DOC001363,INV-001363,Purchase_Order,2024-02-13 00:00:00,Approved
DOC001364,INV-001364,Purchase_Order,2025-09-01 00:00:00,Posted
DOC001365,INV-001365,Budget_Entry,2025-11-13 00:00:00,Posted
DOC001366,INV-001366,Budget_Entry,2023-09-28 00:00:00,Draft
DOC001367,INV-001367,Purchase_Order,2023-05-22 00:00:00,Posted
DOC001368,INV-001368,Budget_Entry,2025-06-20 00:00:00,Approved
DOC001369,INV-001369,Sales_Invoice,2025-08-31 00:00:00,Posted
DOC001370,INV-001370,Budget_Entry,2023-10-01 00:00:00,Approved
DOC001371,INV-001371,Budget_Entry,2023-10-03 00:00:00,Posted
DOC001372,INV-001372,Purchase_Order,2024-04-09 00:00:00,Posted
DOC001373,INV-001373,Sales_Invoice,2025-11-28 00:00:00,Posted
DOC001374,INV-001374,Stock_Movement,2023-10-15 00:00:00,Posted
DOC001375,INV-001375,Stock_Movement,2025-05-25 00:00:00,Posted
DOC001376,INV-001376,Payroll,2025-05-27 00:00:00,Draft
DOC001377,INV-001377,Budget_Entry,2023-06-29 00:00:00,Approved
DOC001378,INV-001378,Budget_Entry,2024-03-22 00:00:00,Posted
DOC001379,INV-001379,Sales_Invoice,2025-02-23 00:00:00,Posted
DOC001380,INV-001380,Stock_Movement,2024-07-14 00:00:00,Posted
DOC001381,INV-001381,Payroll,2024-04-28 00:00:00,Posted
DOC001382,INV-001382,Sales_Invoice,2025-04-28 00:00:00,Posted
DOC001383,INV-001383,Budget_Entry,2024-12-22 00:00:00,Approved
DOC001384,INV-001384,Stock_Movement,2023-04-26 00:00:00,Posted
DOC001385,INV-001385,Payroll,2024-06-18 00:00:00,Posted
DOC001386,INV-001386,Purchase_Order,2024-02-11 00:00:00,Posted
DOC001387,INV-001387,Stock_Movement,2024-11-24 00:00:00,Posted
DOC001388,INV-001388,Payroll,2024-05-09 00:00:00,Posted
DOC001389,INV-001389,Sales_Invoice,2025-08-05 00:00:00,Posted
DOC001390,INV-001390,Purchase_Order,2023-01-23 00:00:00,Posted
DOC001391,INV-001391,Payroll,2024-07-11 00:00:00,Posted
DOC001392,INV-001392,Payroll,2025-07-29 00:00:00,Posted
DOC001393,INV-001393,Budget_Entry,2025-05-04 00:00:00,Posted
DOC001394,INV-001394,Stock_Movement,2025-11-04 00:00:00,Posted
DOC001395,INV-001395,Budget_Entry,2025-06-09 00:00:00,Posted
DOC001396,INV-001396,Purchase_Order,2023-03-19 00:00:00,Approved
DOC001397,INV-001397,Payroll,2025-03-17 00:00:00,Posted
DOC001398,INV-001398,Budget_Entry,2025-11-07 00:00:00,Approved
DOC001399,INV-001399,Stock_Movement,2025-02-06 00:00:00,Posted
DOC001400,INV-001400,Purchase_Order,2024-03-29 00:00:00,Posted
DOC001401,INV-001401,Sales_Invoice,2025-07-16 00:00:00,Posted
DOC001402,INV-001402,Budget_Entry,2023-10-04 00:00:00,Approved
DOC001403,INV-001403,Purchase_Order,2025-11-16 00:00:00,Posted
DOC001404,INV-001404,Sales_Invoice,2024-05-28 00:00:00,Posted
DOC001405,INV-001405,Budget_Entry,2024-04-08 00:00:00,Posted
DOC001406,INV-001406,Purchase_Order,2025-03-17 00:00:00,Posted
DOC001407,INV-001407,Purchase_Order,2025-04-03 00:00:00,Posted
DOC001408,INV-001408,Budget_Entry,2023-12-29 00:00:00,Posted
DOC001409,INV-001409,Purchase_Order,2025-01-20 00:00:00,Posted
DOC001410,INV-001410,Payroll,2024-06-08 00:00:00,Approved
DOC001411,INV-001411,Budget_Entry,2023-02-25 00:00:00,Posted
DOC001412,INV-001412,Purchase_Order,2024-05-03 00:00:00,Approved
DOC001413,INV-001413,Sales_Invoice,2025-11-17 00:00:00,Cancelled
DOC001414,INV-001414,Sales_Invoice,2024-12-22 00:00:00,Draft
DOC001415,INV-001415,Payroll,2023-02-10 00:00:00,Posted
DOC001416,INV-001416,Budget_Entry,2025-09-30 00:00:00,Posted
DOC001417,INV-001417,Purchase_Order,2023-09-17 00:00:00,Posted
DOC001418,INV-001418,Purchase_Order,2024-03-16 00:00:00,Posted
DOC001419,INV-001419,Sales_Invoice,2025-07-14 00:00:00,Approved
DOC001420,INV-001420,Payroll,2025-05-05 00:00:00,Posted
DOC001421,INV-001421,Sales_Invoice,2023-03-25 00:00:00,Posted
DOC001422,INV-001422,Sales_Invoice,2023-02-15 00:00:00,Posted
DOC001423,INV-001423,Payroll,2024-03-15 00:00:00,Posted
DOC001424,INV-001424,Budget_Entry,2025-09-12 00:00:00,Posted
DOC001425,INV-001425,Purchase_Order,2023-05-16 00:00:00,Posted
DOC001426,INV-001426,Budget_Entry,2025-06-27 00:00:00,Posted
DOC001427,INV-001427,Stock_Movement,2025-05-10 00:00:00,Posted
DOC001428,INV-001428,Stock_Movement,2025-02-26 00:00:00,Posted
DOC001429,INV-001429,Stock_Movement,2024-08-12 00:00:00,Posted
DOC001430,INV-001430,Payroll,2025-08-13 00:00:00,Posted
DOC001431,INV-001431,Sales_Invoice,2024-11-20 00:00:00,Approved
DOC001432,INV-001432,Budget_Entry,2024-06-22 00:00:00,Posted
DOC001433,INV-001433,Purchase_Order,2024-12-08 00:00:00,Posted
DOC001434,INV-001434,Stock_Movement,2023-10-22 00:00:00,Posted
DOC001435,INV-001435,Budget_Entry,2023-02-22 00:00:00,Posted
DOC001436,INV-001436,Stock_Movement,2025-03-16 00:00:00,Posted
DOC001437,INV-001437,Stock_Movement,2023-02-21 00:00:00,Posted
DOC001438,INV-001438,Purchase_Order,2024-12-28 00:00:00,Cancelled
DOC001439,INV-001439,Payroll,2023-03-13 00:00:00,Posted
DOC001440,INV-001440,Sales_Invoice,2023-01-28 00:00:00,Posted
DOC001441,INV-001441,Payroll,2024-04-13 00:00:00,Posted
DOC001442,INV-001442,Budget_Entry,2025-02-02 00:00:00,Draft
DOC001443,INV-001443,Payroll,2025-06-04 00:00:00,Posted
DOC001444,INV-001444,Budget_Entry,2025-06-30 00:00:00,Posted
DOC001445,INV-001445,Budget_Entry,2024-06-30 00:00:00,Posted
DOC001446,INV-001446,Sales_Invoice,2023-07-20 00:00:00,Posted
DOC001447,INV-001447,Purchase_Order,2025-03-30 00:00:00,Posted
DOC001448,INV-001448,Sales_Invoice,2024-07-13 00:00:00,Posted
DOC001449,INV-001449,Payroll,2024-01-14 00:00:00,Posted
DOC001450,INV-001450,Budget_Entry,2025-12-11 00:00:00,Cancelled
DOC001451,INV-001451,Stock_Movement,2023-03-20 00:00:00,Posted
DOC001452,INV-001452,Stock_Movement,2025-04-13 00:00:00,Posted
DOC001453,INV-001453,Budget_Entry,2025-10-28 00:00:00,Posted
DOC001454,INV-001454,Sales_Invoice,2023-01-25 00:00:00,Posted
DOC001455,INV-001455,Purchase_Order,2024-03-25 00:00:00,Posted
DOC001456,INV-001456,Sales_Invoice,2025-02-06 00:00:00,Posted
DOC001457,INV-001457,Budget_Entry,2025-01-24 00:00:00,Posted
DOC001458,INV-001458,Budget_Entry,2023-07-17 00:00:00,Posted
DOC001459,INV-001459,Purchase_Order,2024-03-12 00:00:00,Posted
DOC001460,INV-001460,Payroll,2024-11-20 00:00:00,Posted
DOC001461,INV-001461,Payroll,2024-08-09 00:00:00,Posted
DOC001462,INV-001462,Purchase_Order,2023-04-14 00:00:00,Posted
DOC001463,INV-001463,Payroll,2024-09-18 00:00:00,Posted
DOC001464,INV-001464,Stock_Movement,2025-11-28 00:00:00,Posted
DOC001465,INV-001465,Payroll,2024-04-02 00:00:00,Approved
DOC001466,INV-001466,Payroll,2023-12-30 00:00:00,Posted
DOC001467,INV-001467,Payroll,2023-05-15 00:00:00,Posted
DOC001468,INV-001468,Stock_Movement,2024-01-09 00:00:00,Posted
DOC001469,INV-001469,Payroll,2023-02-08 00:00:00,Posted
DOC001470,INV-001470,Stock_Movement,2025-03-29 00:00:00,Posted
DOC001471,INV-001471,Purchase_Order,2023-02-16 00:00:00,Approved
DOC001472,INV-001472,Sales_Invoice,2023-02-05 00:00:00,Posted
DOC001473,INV-001473,Purchase_Order,2023-04-05 00:00:00,Posted
DOC001474,INV-001474,Sales_Invoice,2025-09-11 00:00:00,Posted
DOC001475,INV-001475,Purchase_Order,2024-01-03 00:00:00,Posted
DOC001476,INV-001476,Sales_Invoice,2023-03-06 00:00:00,Posted
DOC001477,INV-001477,Sales_Invoice,2025-01-23 00:00:00,Posted
DOC001478,INV-001478,Budget_Entry,2025-03-26 00:00:00,Approved
DOC001479,INV-001479,Sales_Invoice,2025-01-25 00:00:00,Posted
DOC001480,INV-001480,Sales_Invoice,2023-06-30 00:00:00,Cancelled
DOC001481,INV-001481,Budget_Entry,2024-08-19 00:00:00,Posted
DOC001482,INV-001482,Payroll,2025-02-25 00:00:00,Posted
DOC001483,INV-001483,Payroll,2024-09-18 00:00:00,Posted
DOC001484,INV-001484,Budget_Entry,2024-09-07 00:00:00,Posted
DOC001485,INV-001485,Stock_Movement,2023-04-22 00:00:00,Posted
DOC001486,INV-001486,Sales_Invoice,2024-03-28 00:00:00,Posted
DOC001487,INV-001487,Sales_Invoice,2025-01-25 00:00:00,Posted
DOC001488,INV-001488,Budget_Entry,2024-08-06 00:00:00,Posted
DOC001489,INV-001489,Budget_Entry,2023-05-19 00:00:00,Posted
DOC001490,INV-001490,Stock_Movement,2023-08-19 00:00:00,Approved
DOC001491,INV-001491,Payroll,2025-09-10 00:00:00,Posted
DOC001492,INV-001492,Purchase_Order,2023-09-10 00:00:00,Approved
DOC001493,INV-001493,Payroll,2024-07-14 00:00:00,Posted
DOC001494,INV-001494,Sales_Invoice,2023-03-13 00:00:00,Posted
DOC001495,INV-001495,Budget_Entry,2023-08-10 00:00:00,Posted
DOC001496,INV-001496,Stock_Movement,2023-03-03 00:00:00,Posted
DOC001497,INV-001497,Payroll,2025-03-16 00:00:00,Posted
DOC001498,INV-001498,Stock_Movement,2023-05-05 00:00:00,Posted
DOC001499,INV-001499,Payroll,2025-01-10 00:00:00,Posted
DOC001500,INV-001500,Sales_Invoice,2023-06-10 00:00:00,Draft
DOC001501,INV-001501,Purchase_Order,2024-06-24 00:00:00,Posted
DOC001502,INV-001502,Stock_Movement,2024-09-17 00:00:00,Posted
DOC001503,INV-001503,Stock_Movement,2023-04-16 00:00:00,Posted
DOC001504,INV-001504,Purchase_Order,2025-02-14 00:00:00,Posted
DOC001505,INV-001505,Stock_Movement,2023-01-02 00:00:00,Posted
DOC001506,INV-001506,Stock_Movement,2023-08-21 00:00:00,Posted
DOC001507,INV-001507,Payroll,2024-01-04 00:00:00,Posted
DOC001508,INV-001508,Payroll,2025-08-03 00:00:00,Posted
DOC001509,INV-001509,Purchase_Order,2023-06-29 00:00:00,Draft
DOC001510,INV-001510,Sales_Invoice,2023-10-20 00:00:00,Posted
DOC001511,INV-001511,Stock_Movement,2024-08-06 00:00:00,Posted
DOC001512,INV-001512,Sales_Invoice,2025-03-05 00:00:00,Posted
DOC001513,INV-001513,Purchase_Order,2023-06-24 00:00:00,Posted
DOC001514,INV-001514,Purchase_Order,2023-05-03 00:00:00,Approved
DOC001515,INV-001515,Payroll,2023-08-15 00:00:00,Posted
DOC001516,INV-001516,Stock_Movement,2024-03-19 00:00:00,Posted
DOC001517,INV-001517,Budget_Entry,2024-03-03 00:00:00,Posted
DOC001518,INV-001518,Purchase_Order,2025-02-03 00:00:00,Posted
DOC001519,INV-001519,Stock_Movement,2024-09-23 00:00:00,Posted
DOC001520,INV-001520,Sales_Invoice,2023-03-06 00:00:00,Approved
DOC001521,INV-001521,Payroll,2024-03-03 00:00:00,Posted
DOC001522,INV-001522,Sales_Invoice,2024-09-09 00:00:00,Posted
DOC001523,INV-001523,Purchase_Order,2025-07-13 00:00:00,Posted
DOC001524,INV-001524,Purchase_Order,2025-03-22 00:00:00,Approved
DOC001525,INV-001525,Sales_Invoice,2023-04-17 00:00:00,Posted
DOC001526,INV-001526,Purchase_Order,2024-10-20 00:00:00,Posted
DOC001527,INV-001527,Stock_Movement,2023-09-22 00:00:00,Posted
DOC001528,INV-001528,Purchase_Order,2023-06-04 00:00:00,Draft
DOC001529,INV-001529,Payroll,2025-11-02 00:00:00,Posted
DOC001530,INV-001530,Stock_Movement,2025-06-14 00:00:00,Approved
DOC001531,INV-001531,Budget_Entry,2025-09-19 00:00:00,Posted
DOC001532,INV-001532,Purchase_Order,2023-09-02 00:00:00,Approved
DOC001533,INV-001533,Purchase_Order,2024-01-21 00:00:00,Posted
DOC001534,INV-001534,Payroll,2025-01-28 00:00:00,Draft
DOC001535,INV-001535,Payroll,2024-02-18 00:00:00,Posted
DOC001536,INV-001536,Sales_Invoice,2024-12-15 00:00:00,Approved
DOC001537,INV-001537,Sales_Invoice,2025-01-28 00:00:00,Posted
DOC001538,INV-001538,Sales_Invoice,2025-01-16 00:00:00,Posted
DOC001539,INV-001539,Payroll,2024-08-15 00:00:00,Posted
DOC001540,INV-001540,Sales_Invoice,2025-04-18 00:00:00,Posted
DOC001541,INV-001541,Sales_Invoice,2023-01-16 00:00:00,Draft
DOC001542,INV-001542,Budget_Entry,2025-09-19 00:00:00,Posted
