HR_ID,Date_ID,Transaction_Date,Employee_ID,Business_Line_ID,Account_ID,Transaction_Type,Payroll_Period,Payment_Method,Payment_Status,Amount,Hours_Worked,Overtime_Hours,Hourly_Rate,Gross_Amount,Bonus_Type,Training_Course,Travel_Destination,Cost_Center,Project_Code,Approved_By,Processed_By,Notes,Approval_Date,Processing_Date,Tax_Amount,Social_Security,Health_Insurance,Net_Amount,Effective_Hourly_Rate
2111,20250627,2025-06-27 00:00:00,EMP00169,BL002,ACC30001,Salary,2025-06,Bank Transfer,Paid,8916.28,29,28,97.42,1251.2,,,,CC-7253,PROJ-003,EMP00046,EMP00053,,2025-06-29 00:00:00,2025-06-28 00:00:00,125.12,312.8,125.12,688.16,23.73
2112,20231018,2023-10-18 00:00:00,EMP00143,BL001,ACC30001,Commission,2023-10,Bank Transfer,Paid,1494.83,124,3,127.38,12100.42,,,,CC-5620,,EMP00100,EMP00188,,2023-10-20 00:00:00,2023-10-27 00:00:00,1210.04,3025.1,1210.04,6655.24,53.67
2113,20251227,2025-12-27 00:00:00,EMP00001,BL005,ACC30001,Bonus,2025-12,Bank Transfer,Paid,14008.92,12,10,118.68,4692.01,Annual,,,CC-3947,,EMP00099,EMP00053,,2025-12-29 00:00:00,2026-01-02 00:00:00,469.2,1173,469.2,2580.61,215.05
2114,20240313,2024-03-13 00:00:00,EMP00114,BL006,ACC30001,Travel,2024-03,Bank Transfer,Paid,9335.29,10,31,115.22,8855.57,,,Domestic,CC-2100,PROJ-001,EMP00147,EMP00208,Reimbursement,2024-03-17 00:00:00,2024-03-21 00:00:00,885.56,2213.89,885.56,4870.56,487.06
2115,20240517,2024-05-17 00:00:00,EMP00192,BL005,ACC30001,Overtime,2024-05,Bank Transfer,Paid,799.83,186,4,85.83,1385.3,,,,CC-1798,,EMP00161,EMP00139,Reimbursement,2024-05-22 00:00:00,2024-05-23 00:00:00,138.53,346.32,138.53,761.92,4.1
2116,20231004,2023-10-04 00:00:00,EMP00211,BL005,ACC30001,Bonus,2023-10,Bank Transfer,Paid,3030.2,199,12,34.87,14302.41,Referral,,,CC-6113,,EMP00069,EMP00179,,2023-10-09 00:00:00,2023-10-11 00:00:00,1430.24,3575.6,1430.24,7866.33,39.53
2117,20240903,2024-09-03 00:00:00,EMP00230,BL006,ACC30001,Salary,2024-09,Bank Transfer,Paid,9020.12,75,34,107.85,4524.48,,,,CC-2611,,EMP00196,EMP00204,,2024-09-05 00:00:00,2024-09-10 00:00:00,452.45,1131.12,452.45,2488.46,33.18
2118,20230717,2023-07-17 00:00:00,EMP00185,BL002,ACC30001,Salary,2023-07,Bank Transfer,Paid,4799.3,47,10,52.73,5088.03,,,,CC-4021,,EMP00063,EMP00228,,2023-07-18 00:00:00,2023-07-23 00:00:00,508.8,1272.01,508.8,2798.42,59.54
2119,20240501,2024-05-01 00:00:00,EMP00163,BL003,ACC30001,Salary,2024-05,Bank Transfer,On Hold,8508.78,77,25,15.83,10161.61,,,,CC-5568,,EMP00060,EMP00228,Reimbursement,2024-05-05 00:00:00,2024-05-06 00:00:00,1016.16,2540.4,1016.16,5588.89,72.58
2120,20241218,2024-12-18 00:00:00,EMP00008,BL005,ACC30001,Salary,2024-12,Bank Transfer,On Hold,10683.18,8,37,39.42,11347.09,,,,CC-3761,,EMP00226,EMP00016,,2024-12-24 00:00:00,2024-12-21 00:00:00,1134.71,2836.77,1134.71,6240.9,780.11
2121,20240318,2024-03-18 00:00:00,EMP00205,BL002,ACC30001,Salary,2024-03,Bank Transfer,Pending,10789.02,29,6,26.59,8380.42,,,,CC-6550,,EMP00145,EMP00144,Advance Payment,2024-03-24 00:00:00,2024-03-20 00:00:00,838.04,2095.1,838.04,4609.24,158.94
2122,20230607,2023-06-07 00:00:00,EMP00177,BL001,ACC30001,Salary,2023-06,Check,Paid,8973.53,126,13,130.03,10650.95,,,,CC-6593,,EMP00121,EMP00184,Adjustment,2023-06-10 00:00:00,2023-06-12 00:00:00,1065.1,2662.74,1065.1,5858.01,46.49
2123,20250815,2025-08-15 00:00:00,EMP00220,BL005,ACC30001,Salary,2025-08,Cash,On Hold,7498.32,118,6,67.69,5973.76,,,,CC-5244,,EMP00121,EMP00184,,2025-08-20 00:00:00,2025-08-24 00:00:00,597.38,1493.44,597.38,3285.56,27.84
2124,20250906,2025-09-06 00:00:00,EMP00205,BL003,ACC30001,Salary,2025-09,Bank Transfer,Paid,14953.13,82,4,90.66,3511.71,,,,CC-2388,PROJ-003,EMP00026,EMP00047,Advance Payment,2025-09-09 00:00:00,2025-09-11 00:00:00,351.17,877.93,351.17,1931.44,23.55
2125,20231221,2023-12-21 00:00:00,EMP00077,BL005,ACC30001,Benefits,2023-12,Bank Transfer,Paid,4583.43,103,27,90.18,8954.17,,,,CC-5678,,EMP00060,EMP00184,,2023-12-22 00:00:00,2023-12-27 00:00:00,895.42,2238.54,895.42,4924.79,47.81
2126,20240918,2024-09-18 00:00:00,EMP00034,BL005,ACC30001,Overtime,2024-09,Bank Transfer,Paid,10762.03,31,37,37.75,4183.63,,,,CC-3691,,EMP00217,EMP00078,,2024-09-23 00:00:00,2024-09-27 00:00:00,418.36,1045.91,418.36,2301,74.23
2127,20230904,2023-09-04 00:00:00,EMP00124,BL003,ACC30001,Benefits,2023-09,Bank Transfer,Paid,6194.11,80,24,127.55,12554.21,,,,CC-7596,,EMP00222,EMP00172,,2023-09-09 00:00:00,2023-09-06 00:00:00,1255.42,3138.55,1255.42,6904.82,86.31
2128,20231226,2023-12-26 00:00:00,EMP00115,BL003,ACC30001,Salary,2023-12,Bank Transfer,Paid,11455.04,168,3,144.53,5599.84,,,,CC-5109,,EMP00242,EMP00188,,2023-12-27 00:00:00,2023-12-30 00:00:00,559.98,1399.96,559.98,3079.92,18.33
2129,20250104,2025-01-04 00:00:00,EMP00140,BL002,ACC30001,Training,2025-01,Bank Transfer,Paid,11384.73,131,34,94.44,2584.2,,Compliance,,CC-1723,PROJ-001,EMP00042,EMP00104,,2025-01-07 00:00:00,2025-01-07 00:00:00,258.42,646.05,258.42,1421.31,10.85
2130,20240704,2024-07-04 00:00:00,EMP00236,BL002,ACC30001,Salary,2024-07,Bank Transfer,Paid,7855.21,16,32,111.26,885.09,,,,CC-4428,,EMP00193,EMP00228,,2024-07-09 00:00:00,2024-07-08 00:00:00,88.51,221.27,88.51,486.8,30.42
2131,20230328,2023-03-28 00:00:00,EMP00055,BL005,ACC30001,Salary,2023-03,Bank Transfer,Pending,4407.16,122,31,102.03,3730.87,,,,CC-4169,,EMP00196,EMP00173,,2023-03-30 00:00:00,2023-04-04 00:00:00,373.09,932.72,373.09,2051.97,16.82
2132,20230323,2023-03-23 00:00:00,EMP00010,BL002,ACC30001,Salary,2023-03,Bank Transfer,Paid,5255.18,122,23,20.67,12597,,,,CC-6013,PROJ-001,EMP00198,EMP00139,,2023-03-29 00:00:00,2023-03-29 00:00:00,1259.7,3149.25,1259.7,6928.35,56.79
2133,20251228,2025-12-28 00:00:00,EMP00189,BL005,ACC30001,Salary,2025-12,Check,Paid,11512.54,101,37,49.77,5268.88,,,,CC-1105,PROJ-001,EMP00080,EMP00204,,2026-01-03 00:00:00,2026-01-03 00:00:00,526.89,1317.22,526.89,2897.88,28.69
2134,20250204,2025-02-04 00:00:00,EMP00102,BL005,ACC30001,Benefits,2025-02,Bank Transfer,Paid,4923.15,23,13,98.54,12157.34,,,,CC-6795,PROJ-001,EMP00233,EMP00204,,2025-02-10 00:00:00,2025-02-05 00:00:00,1215.73,3039.34,1215.73,6686.54,290.72
2135,20230529,2023-05-29 00:00:00,EMP00238,BL004,ACC30001,Benefits,2023-05,Bank Transfer,Paid,5900.89,198,22,103.71,7151.26,,,,CC-6570,,EMP00222,EMP00210,,2023-06-01 00:00:00,2023-06-01 00:00:00,715.13,1787.82,715.13,3933.18,19.86
2136,20250408,2025-04-08 00:00:00,EMP00163,BL005,ACC30001,Salary,2025-04,Bank Transfer,Pending,12563.35,112,17,137.69,3051.19,,,,CC-3680,,EMP00072,EMP00244,,2025-04-09 00:00:00,2025-04-15 00:00:00,305.12,762.8,305.12,1678.15,14.98
2137,20251208,2025-12-08 00:00:00,EMP00044,BL006,ACC30001,Overtime,2025-12,Bank Transfer,Paid,14373.74,17,25,31.06,8801.5,,,,CC-4808,,EMP00020,EMP00182,Final Settlement,2025-12-09 00:00:00,2025-12-17 00:00:00,880.15,2200.38,880.15,4840.82,284.75
2138,20240902,2024-09-02 00:00:00,EMP00199,BL001,ACC30001,Salary,2024-09,Check,Paid,2610.14,70,26,77.94,809.75,,,,CC-3139,PROJ-002,EMP00180,EMP00078,,2024-09-03 00:00:00,2024-09-08 00:00:00,80.98,202.44,80.98,445.35,6.36
2139,20250227,2025-02-27 00:00:00,EMP00235,BL006,ACC30001,Travel,2025-02,Bank Transfer,Paid,7828.39,34,29,139.35,5773.6,,,International,CC-5339,,EMP00067,EMP00053,,2025-03-01 00:00:00,2025-03-05 00:00:00,577.36,1443.4,577.36,3175.48,93.4
2140,20240415,2024-04-15 00:00:00,EMP00130,BL001,ACC30001,Salary,2024-04,Bank Transfer,Paid,6520.66,101,35,112.33,7429.28,,,,CC-8618,,EMP00080,EMP00157,,2024-04-20 00:00:00,2024-04-24 00:00:00,742.93,1857.32,742.93,4086.1,40.46
2141,20230226,2023-02-26 00:00:00,EMP00163,BL004,ACC30001,Salary,2023-02,Bank Transfer,Paid,12071.12,61,21,135.68,6102.35,,,,CC-8627,,EMP00066,EMP00104,Final Settlement,2023-03-02 00:00:00,2023-03-04 00:00:00,610.24,1525.59,610.24,3356.28,55.02
2142,20230205,2023-02-05 00:00:00,EMP00054,BL004,ACC30001,Commission,2023-02,Bank Transfer,Paid,7163.05,41,31,115.42,1714.01,,,,CC-4264,PROJ-002,EMP00113,EMP00078,,2023-02-07 00:00:00,2023-02-14 00:00:00,171.4,428.5,171.4,942.71,22.99
2143,20250424,2025-04-24 00:00:00,EMP00101,BL005,ACC30001,Travel,2025-04,Bank Transfer,Paid,2974.99,153,14,128.2,5711.7,,,EU,CC-7914,,EMP00159,EMP00016,Final Settlement,2025-04-28 00:00:00,2025-04-26 00:00:00,571.17,1427.92,571.17,3141.44,20.53
2144,20250211,2025-02-11 00:00:00,EMP00062,BL006,ACC30001,Salary,2025-02,Bank Transfer,Paid,7896.56,111,25,98.47,1404.77,,,,CC-9437,PROJ-002,EMP00180,EMP00228,Final Settlement,2025-02-17 00:00:00,2025-02-20 00:00:00,140.48,351.19,140.48,772.62,6.96
2145,20240903,2024-09-03 00:00:00,EMP00020,BL005,ACC30001,Salary,2024-09,Bank Transfer,Pending,8408.98,112,28,62.54,2262.88,,,,CC-5557,,EMP00020,EMP00038,Advance Payment,2024-09-06 00:00:00,2024-09-09 00:00:00,226.29,565.72,226.29,1244.58,11.11
2146,20231026,2023-10-26 00:00:00,EMP00163,BL005,ACC30001,Benefits,2023-10,Bank Transfer,Paid,12000.85,183,11,105.72,3022.04,,,,CC-8022,,EMP00247,EMP00064,,2023-10-31 00:00:00,2023-10-28 00:00:00,302.2,755.51,302.2,1662.13,9.08
2147,20250809,2025-08-09 00:00:00,EMP00140,BL006,ACC30001,Benefits,2025-08,Bank Transfer,Paid,2723.86,92,18,92.47,6582.52,,,,CC-2408,,EMP00080,EMP00188,,2025-08-10 00:00:00,2025-08-15 00:00:00,658.25,1645.63,658.25,3620.39,39.35
2148,20230313,2023-03-13 00:00:00,EMP00136,BL003,ACC30001,Overtime,2023-03,Bank Transfer,Paid,6918.56,72,32,70.93,7775.76,,,,CC-7961,,EMP00205,EMP00038,,2023-03-17 00:00:00,2023-03-15 00:00:00,777.58,1943.94,777.58,4276.66,59.4
2149,20230222,2023-02-22 00:00:00,EMP00179,BL003,ACC30001,Benefits,2023-02,Bank Transfer,Paid,10759.21,150,38,133.02,6363.17,,,,CC-8968,,EMP00222,EMP00179,,2023-02-26 00:00:00,2023-03-01 00:00:00,636.32,1590.79,636.32,3499.74,23.33
2150,20230401,2023-04-01 00:00:00,EMP00127,BL003,ACC30001,Salary,2023-04,Bank Transfer,Paid,5913.08,25,36,118.83,3156.94,,,,CC-8354,,EMP00247,EMP00064,,2023-04-02 00:00:00,2023-04-10 00:00:00,315.69,789.24,315.69,1736.32,69.45
2151,20231029,2023-10-29 00:00:00,EMP00087,BL002,ACC30001,Salary,2023-10,Cash,Paid,3465.95,18,26,43.45,9493.72,,,,CC-5616,,EMP00076,EMP00239,,2023-11-03 00:00:00,2023-11-01 00:00:00,949.37,2373.43,949.37,5221.55,290.09
2152,20230608,2023-06-08 00:00:00,EMP00249,BL002,ACC30001,Benefits,2023-06,Bank Transfer,Paid,2786.16,186,5,138.14,1798.57,,,,CC-3621,,EMP00205,EMP00205,,2023-06-11 00:00:00,2023-06-17 00:00:00,179.86,449.64,179.86,989.21,5.32
2153,20240211,2024-02-11 00:00:00,EMP00242,BL006,ACC30001,Travel,2024-02,Bank Transfer,Pending,2018.17,45,7,139.6,14461.08,,,International,CC-8377,PROJ-003,EMP00061,EMP00180,,2024-02-12 00:00:00,2024-02-14 00:00:00,1446.11,3615.27,1446.11,7953.59,176.75
2154,20240211,2024-02-11 00:00:00,EMP00095,BL006,ACC30001,Salary,2024-02,Bank Transfer,Paid,4504.86,92,38,80.85,8223.71,,,,CC-6716,PROJ-001,EMP00205,EMP00144,Advance Payment,2024-02-17 00:00:00,2024-02-18 00:00:00,822.37,2055.93,822.37,4523.04,49.16
2155,20230102,2023-01-02 00:00:00,EMP00024,BL004,ACC30001,Benefits,2023-01,Bank Transfer,Paid,13553.47,176,10,141.95,2571.02,,,,CC-6275,,EMP00098,EMP00116,,2023-01-06 00:00:00,2023-01-06 00:00:00,257.1,642.76,257.1,1414.06,8.03
2156,20240916,2024-09-16 00:00:00,EMP00191,BL001,ACC30001,Salary,2024-09,Bank Transfer,Paid,14969.96,33,20,66.03,4330.99,,,,CC-8365,PROJ-002,EMP00020,EMP00075,,2024-09-17 00:00:00,2024-09-21 00:00:00,433.1,1082.75,433.1,2382.04,72.18
2157,20230712,2023-07-12 00:00:00,EMP00154,BL002,ACC30001,Salary,2023-07,Cash,Paid,9183.42,42,23,57.97,2771.82,,,,CC-6428,,EMP00047,EMP00116,,2023-07-15 00:00:00,2023-07-17 00:00:00,277.18,692.96,277.18,1524.5,36.3
2158,20230427,2023-04-27 00:00:00,EMP00155,BL005,ACC30001,Travel,2023-04,Check,Paid,8822.15,100,6,125.23,4754.25,,,Domestic,CC-9017,,EMP00217,EMP00038,Reimbursement,2023-04-29 00:00:00,2023-04-29 00:00:00,475.42,1188.56,475.42,2614.85,26.15
2159,20231024,2023-10-24 00:00:00,EMP00011,BL001,ACC30001,Salary,2023-10,Bank Transfer,Paid,2336.46,19,10,73.23,10921.14,,,,CC-5982,,EMP00080,EMP00173,,2023-10-27 00:00:00,2023-10-31 00:00:00,1092.11,2730.28,1092.11,6006.64,316.14
2160,20240511,2024-05-11 00:00:00,EMP00003,BL004,ACC30001,Training,2024-05,Bank Transfer,Paid,5309.77,186,3,94.16,3276.3,,Compliance,,CC-3502,PROJ-002,EMP00099,EMP00184,Adjustment,2024-05-13 00:00:00,2024-05-17 00:00:00,327.63,819.08,327.63,1801.96,9.69
2161,20230727,2023-07-27 00:00:00,EMP00087,BL005,ACC30001,Overtime,2023-07,Bank Transfer,Paid,6507.36,107,35,123.66,9036.06,,,,CC-3414,,EMP00242,EMP00179,Adjustment,2023-07-28 00:00:00,2023-08-01 00:00:00,903.61,2259.02,903.61,4969.82,46.45
2162,20240802,2024-08-02 00:00:00,EMP00160,BL005,ACC30001,Salary,2024-08,Bank Transfer,Paid,584.56,24,8,94.26,8894.11,,,,CC-3210,PROJ-001,EMP00054,EMP00173,Reimbursement,2024-08-03 00:00:00,2024-08-10 00:00:00,889.41,2223.53,889.41,4891.76,203.82
2163,20231217,2023-12-17 00:00:00,EMP00201,BL006,ACC30001,Commission,2023-12,Bank Transfer,Paid,6900.38,195,12,99.29,6734.89,,,,CC-3667,,EMP00060,EMP00205,Adjustment,2023-12-18 00:00:00,2023-12-23 00:00:00,673.49,1683.72,673.49,3704.19,19
2164,20250920,2025-09-20 00:00:00,EMP00092,BL003,ACC30001,Salary,2025-09,Bank Transfer,Paid,4885.27,170,4,60.48,6033.45,,,,CC-2680,,EMP00080,EMP00228,,2025-09-26 00:00:00,2025-09-21 00:00:00,603.34,1508.36,603.34,3318.41,19.52
2165,20231231,2023-12-31 00:00:00,EMP00083,BL003,ACC30001,Benefits,2023-12,Bank Transfer,Paid,13528.4,153,25,22.06,5167.94,,,,CC-6117,,EMP00199,EMP00204,,2024-01-04 00:00:00,2024-01-01 00:00:00,516.79,1291.98,516.79,2842.38,18.58
2166,20230801,2023-08-01 00:00:00,EMP00006,BL003,ACC30001,Benefits,2023-08,Bank Transfer,Paid,4295.6,145,38,76.49,8243.04,,,,CC-7495,PROJ-001,EMP00193,EMP00173,,2023-08-07 00:00:00,2023-08-02 00:00:00,824.3,2060.76,824.3,4533.68,31.27
2167,20250405,2025-04-05 00:00:00,EMP00011,BL004,ACC30001,Benefits,2025-04,Bank Transfer,Paid,12177.18,136,34,149.47,1185.33,,,,CC-6893,,EMP00042,EMP00172,,2025-04-09 00:00:00,2025-04-13 00:00:00,118.53,296.33,118.53,651.94,4.79
2168,20250415,2025-04-15 00:00:00,EMP00037,BL002,ACC30001,Travel,2025-04,Bank Transfer,Paid,13880,9,31,39.38,12816.24,,,EU,CC-5213,,EMP00223,EMP00244,Adjustment,2025-04-16 00:00:00,2025-04-17 00:00:00,1281.62,3204.06,1281.62,7048.94,783.22
2169,20240326,2024-03-26 00:00:00,EMP00060,BL005,ACC30001,Benefits,2024-03,Bank Transfer,Paid,5080.98,143,20,44.54,2524.76,,,,CC-4324,,EMP00145,EMP00188,,2024-03-29 00:00:00,2024-04-01 00:00:00,252.48,631.19,252.48,1388.61,9.71
2170,20240715,2024-07-15 00:00:00,EMP00187,BL004,ACC30001,Salary,2024-07,Bank Transfer,On Hold,6458.81,0,39,27.92,12959.43,,,,CC-1263,PROJ-002,EMP00009,EMP00210,,2024-07-16 00:00:00,2024-07-16 00:00:00,1295.94,3239.86,1295.94,7127.69,0
2171,20231230,2023-12-30 00:00:00,EMP00043,BL005,ACC30001,Salary,2023-12,Cash,Paid,12245.06,194,15,107.93,4469.15,,,,CC-5212,PROJ-001,EMP00061,EMP00239,Reimbursement,2024-01-03 00:00:00,2024-01-05 00:00:00,446.92,1117.29,446.92,2458.02,12.67
2172,20230106,2023-01-06 00:00:00,EMP00025,BL002,ACC30001,Bonus,2023-01,Bank Transfer,Paid,13775.4,97,39,97.28,1518.28,Project,,,CC-2005,PROJ-003,EMP00078,EMP00210,Advance Payment,2023-01-12 00:00:00,2023-01-11 00:00:00,151.83,379.57,151.83,835.05,8.61
2173,20240618,2024-06-18 00:00:00,EMP00176,BL005,ACC30001,Salary,2024-06,Bank Transfer,Pending,13627.06,13,39,20.61,13952.11,,,,CC-7513,,EMP00099,EMP00204,Advance Payment,2024-06-21 00:00:00,2024-06-27 00:00:00,1395.21,3488.03,1395.21,7673.66,590.28
2174,20251110,2025-11-10 00:00:00,EMP00246,BL004,ACC30001,Bonus,2025-11,Bank Transfer,Paid,12645.71,60,7,136.06,9286.4,Annual,,,CC-3461,PROJ-002,EMP00180,EMP00104,,2025-11-15 00:00:00,2025-11-19 00:00:00,928.64,2321.6,928.64,5107.52,85.13
2175,20241109,2024-11-09 00:00:00,EMP00061,BL004,ACC30001,Salary,2024-11,Bank Transfer,Paid,6182.48,162,13,62.9,11401.18,,,,CC-5910,,EMP00072,EMP00188,,2024-11-10 00:00:00,2024-11-14 00:00:00,1140.12,2850.3,1140.12,6270.64,38.71
2176,20230128,2023-01-28 00:00:00,EMP00249,BL002,ACC30001,Salary,2023-01,Bank Transfer,Paid,1624.19,131,13,81.22,13966.15,,,,CC-9426,,EMP00078,EMP00047,,2023-01-29 00:00:00,2023-02-02 00:00:00,1396.62,3491.54,1396.62,7681.37,58.64
2177,20240620,2024-06-20 00:00:00,EMP00007,BL003,ACC30001,Salary,2024-06,Bank Transfer,Paid,9443.42,86,12,90.2,13530.88,,,,CC-5961,,EMP00019,EMP00157,Advance Payment,2024-06-25 00:00:00,2024-06-24 00:00:00,1353.09,3382.72,1353.09,7441.98,86.53
2178,20241014,2024-10-14 00:00:00,EMP00083,BL006,ACC30001,Travel,2024-10,Bank Transfer,Pending,4383.49,143,16,139.9,12262.05,,,Domestic,CC-6016,,EMP00121,EMP00244,Adjustment,2024-10-18 00:00:00,2024-10-20 00:00:00,1226.2,3065.51,1226.2,6744.14,47.16
2179,20230524,2023-05-24 00:00:00,EMP00116,BL001,ACC30001,Bonus,2023-05,Cash,Paid,1921.91,112,23,79.99,5402.78,Annual,,,CC-8920,,EMP00205,EMP00188,,2023-05-29 00:00:00,2023-06-01 00:00:00,540.28,1350.7,540.28,2971.52,26.53
2180,20241126,2024-11-26 00:00:00,EMP00144,BL002,ACC30001,Training,2024-11,Bank Transfer,On Hold,1054.49,95,32,133.43,3570.42,,Compliance,,CC-3939,,EMP00099,EMP00172,,2024-11-28 00:00:00,2024-11-28 00:00:00,357.04,892.6,357.04,1963.74,20.67
2181,20250906,2025-09-06 00:00:00,EMP00041,BL003,ACC30001,Salary,2025-09,Bank Transfer,Paid,11844.21,164,19,63.22,8753.27,,,,CC-2605,PROJ-003,EMP00180,EMP00210,,2025-09-08 00:00:00,2025-09-10 00:00:00,875.33,2188.32,875.33,4814.29,29.36
2182,20230708,2023-07-08 00:00:00,EMP00064,BL004,ACC30001,Commission,2023-07,Bank Transfer,Paid,5967.14,33,31,107.15,3701.31,,,,CC-5758,,EMP00196,EMP00053,,2023-07-10 00:00:00,2023-07-11 00:00:00,370.13,925.33,370.13,2035.72,61.69
2183,20230404,2023-04-04 00:00:00,EMP00240,BL002,ACC30001,Bonus,2023-04,Bank Transfer,Paid,6216.48,45,24,36.98,14359.05,Project,,,CC-5923,,EMP00078,EMP00120,,2023-04-08 00:00:00,2023-04-07 00:00:00,1435.9,3589.76,1435.9,7897.49,175.5
2184,20240706,2024-07-06 00:00:00,EMP00091,BL005,ACC30001,Benefits,2024-07,Cash,Paid,9614.98,106,33,91.26,6793.8,,,,CC-8245,PROJ-002,EMP00078,EMP00104,,2024-07-11 00:00:00,2024-07-12 00:00:00,679.38,1698.45,679.38,3736.59,35.25
2185,20240305,2024-03-05 00:00:00,EMP00100,BL001,ACC30001,Bonus,2024-03,Cash,Paid,5829.04,172,39,28.09,716.23,Project,,,CC-2819,,EMP00196,EMP00078,,2024-03-09 00:00:00,2024-03-11 00:00:00,71.62,179.06,71.62,393.93,2.29
2186,20231018,2023-10-18 00:00:00,EMP00013,BL004,ACC30001,Training,2023-10,Bank Transfer,Paid,8259.92,79,14,85.24,9165.16,,Compliance,,CC-6098,,EMP00099,EMP00016,Final Settlement,2023-10-24 00:00:00,2023-10-23 00:00:00,916.52,2291.29,916.52,5040.83,63.81
2187,20231223,2023-12-23 00:00:00,EMP00185,BL006,ACC30001,Bonus,2023-12,Bank Transfer,Paid,14934.38,86,7,134.25,10591.02,Project,,,CC-1921,,EMP00067,EMP00188,Final Settlement,2023-12-24 00:00:00,2023-12-26 00:00:00,1059.1,2647.76,1059.1,5825.06,67.73
2188,20241107,2024-11-07 00:00:00,EMP00188,BL001,ACC30001,Salary,2024-11,Bank Transfer,Paid,5385.86,0,13,137.5,10852.67,,,,CC-9239,PROJ-003,EMP00072,EMP00053,,2024-11-11 00:00:00,2024-11-12 00:00:00,1085.27,2713.17,1085.27,5968.96,0
2189,20250323,2025-03-23 00:00:00,EMP00184,BL003,ACC30001,Training,2025-03,Bank Transfer,Paid,10505.39,161,29,38.18,8161.95,,Compliance,,CC-4280,,EMP00013,EMP00038,,2025-03-25 00:00:00,2025-03-28 00:00:00,816.2,2040.49,816.2,4489.06,27.88
2190,20250102,2025-01-02 00:00:00,EMP00018,BL004,ACC30001,Overtime,2025-01,Bank Transfer,Paid,12820.71,107,33,130.5,7826.35,,,,CC-9528,,EMP00082,EMP00188,,2025-01-05 00:00:00,2025-01-08 00:00:00,782.64,1956.59,782.64,4304.48,40.23
2191,20250528,2025-05-28 00:00:00,EMP00207,BL003,ACC30001,Salary,2025-05,Bank Transfer,Pending,3150.38,124,6,143.03,14006.79,,,,CC-2377,,EMP00199,EMP00075,,2025-06-01 00:00:00,2025-06-05 00:00:00,1400.68,3501.7,1400.68,7703.73,62.13
2192,20241104,2024-11-04 00:00:00,EMP00081,BL002,ACC30001,Salary,2024-11,Bank Transfer,Paid,1792.71,81,34,121.87,8336.07,,,,CC-3109,PROJ-003,EMP00060,EMP00172,,2024-11-07 00:00:00,2024-11-12 00:00:00,833.61,2084.02,833.61,4584.83,56.6
2193,20230710,2023-07-10 00:00:00,EMP00082,BL004,ACC30001,Benefits,2023-07,Bank Transfer,Paid,2191.66,21,30,43.43,8567.48,,,,CC-1198,PROJ-001,EMP00199,EMP00244,,2023-07-13 00:00:00,2023-07-17 00:00:00,856.75,2141.87,856.75,4712.11,224.39
2194,20240708,2024-07-08 00:00:00,EMP00198,BL003,ACC30001,Travel,2024-07,Bank Transfer,Paid,11188.36,96,5,94.99,14219.41,,,EU,CC-3689,,EMP00054,EMP00038,,2024-07-14 00:00:00,2024-07-11 00:00:00,1421.94,3554.85,1421.94,7820.68,81.47
2195,20230510,2023-05-10 00:00:00,EMP00100,BL004,ACC30001,Benefits,2023-05,Bank Transfer,Paid,4745.06,189,35,41.4,9096.35,,,,CC-9416,,EMP00067,EMP00075,,2023-05-12 00:00:00,2023-05-13 00:00:00,909.64,2274.09,909.64,5002.98,26.47
2196,20230810,2023-08-10 00:00:00,EMP00107,BL002,ACC30001,Salary,2023-08,Bank Transfer,Paid,8147.58,107,0,84.78,2667.43,,,,CC-6031,PROJ-002,EMP00180,EMP00016,,2023-08-15 00:00:00,2023-08-12 00:00:00,266.74,666.86,266.74,1467.09,13.71
2197,20230129,2023-01-29 00:00:00,EMP00082,BL001,ACC30001,Salary,2023-01,Cash,Paid,13578.82,100,35,99.1,13834.26,,,,CC-5672,,EMP00100,EMP00157,,2023-02-02 00:00:00,2023-02-06 00:00:00,1383.43,3458.56,1383.43,7608.84,76.09
2198,20230418,2023-04-18 00:00:00,EMP00100,BL003,ACC30001,Salary,2023-04,Bank Transfer,Paid,6377.97,197,5,50.99,12368.97,,,,CC-1848,,EMP00100,EMP00016,,2023-04-21 00:00:00,2023-04-20 00:00:00,1236.9,3092.24,1236.9,6802.93,34.53
2199,20230821,2023-08-21 00:00:00,EMP00157,BL001,ACC30001,Salary,2023-08,Bank Transfer,Paid,6110.06,27,20,101.08,13390.24,,,,CC-9400,,EMP00041,EMP00116,,2023-08-25 00:00:00,2023-08-24 00:00:00,1339.02,3347.56,1339.02,7364.64,272.76
2200,20250719,2025-07-19 00:00:00,EMP00235,BL004,ACC30001,Salary,2025-07,Bank Transfer,Paid,10434.77,50,37,144.95,14868.14,,,,CC-7960,PROJ-002,EMP00222,EMP00205,Reimbursement,2025-07-25 00:00:00,2025-07-26 00:00:00,1486.81,3717.04,1486.81,8177.48,163.55
2201,20250704,2025-07-04 00:00:00,EMP00163,BL002,ACC30001,Salary,2025-07,Bank Transfer,Paid,11438.45,168,14,109.18,8669.37,,,,CC-8817,,EMP00198,EMP00157,,2025-07-05 00:00:00,2025-07-05 00:00:00,866.94,2167.34,866.94,4768.15,28.38
2202,20251207,2025-12-07 00:00:00,EMP00118,BL004,ACC30001,Salary,2025-12,Bank Transfer,Paid,12103.62,66,37,114.74,9898.25,,,,CC-4395,,EMP00247,EMP00239,,2025-12-12 00:00:00,2025-12-12 00:00:00,989.82,2474.56,989.82,5444.05,82.49
