Product_ID,Product_Name,SKU,Category,Brand,Unit_Cost,Unit_Price,Weight_KG,Is_Active,Markup_Pct
PRD00285,Product_285,SKU-00000285,Toys,Brand_G,201.74,301.01,22.17,1,49.21
PRD00286,Product_286,SKU-00000286,Toys,Brand_B,259.24,244.71,2.22,1,-5.6
PRD00287,Product_287,SKU-00000287,Food & Beverages,Brand_A,130.41,949.02,34.26,1,627.72
PRD00288,Product_288,SKU-00000288,Food & Beverages,Brand_B,493.89,945.22,45.15,1,91.38
PRD00289,Product_289,SKU-00000289,Health & Beauty,Brand_A,149.29,613.84,41.88,0,311.17
PRD00290,Product_290,SKU-00000290,Electronics,Brand_B,386.52,925.28,6.46,1,139.39
PRD00291,Product_291,SKU-00000291,Food & Beverages,Brand_C,216.61,787.95,6.4,1,263.76
PRD00292,Product_292,SKU-00000292,Clothing,Brand_E,107.08,594.05,40.69,1,454.77
PRD00293,Product_293,SKU-00000293,Electronics,Brand_C,400.86,16.37,46.22,1,-95.92
PRD00294,Product_294,SKU-00000294,Food & Beverages,Brand_C,170.14,774.79,23.09,0,355.38
PRD00295,Product_295,SKU-00000295,Sports,Brand_E,433.27,705.46,25,1,62.82
PRD00296,Product_296,SKU-00000296,Books,Brand_E,458.05,619.1,15.98,1,35.16
PRD00297,Product_297,SKU-00000297,Food & Beverages,Brand_H,430.61,762.82,44.72,1,77.15
PRD00298,Product_298,SKU-00000298,Clothing,Brand_H,22.33,517.79,32.28,1,2218.81
PRD00299,Product_299,SKU-00000299,Home & Garden,Brand_D,394.75,707.04,14.48,1,79.11
PRD00300,Product_300,SKU-00000300,Food & Beverages,Brand_G,208.61,935.82,15.01,1,348.6
PRD00301,Product_301,SKU-00000301,Toys,Brand_G,437.49,382.05,44.57,1,-12.67
PRD00302,Product_302,SKU-00000302,Toys,Brand_D,320.79,711.04,0.78,0,121.65
PRD00303,Product_303,SKU-00000303,Toys,Brand_C,417.65,480.93,16.2,1,15.15
PRD00304,Product_304,SKU-00000304,Home & Garden,Brand_C,252.22,677.66,27.76,1,168.68
PRD00305,Product_305,SKU-00000305,Toys,Brand_A,269.84,765.26,7.5,1,183.6
PRD00306,Product_306,SKU-00000306,Sports,Brand_A,76.47,55,4.7,1,-28.08
PRD00307,Product_307,SKU-00000307,Food & Beverages,Brand_G,393.07,650.13,40.78,1,65.4
PRD00308,Product_308,SKU-00000308,Health & Beauty,Brand_D,212.6,234.47,44.73,1,10.29
PRD00309,Product_309,SKU-00000309,Toys,Brand_F,252.54,673.33,41.2,1,166.62
PRD00310,Product_310,SKU-00000310,Electronics,Brand_H,393.62,473.65,44.95,1,20.33
PRD00311,Product_311,SKU-00000311,Health & Beauty,Brand_F,301.43,775.82,27.7,1,157.38
PRD00312,Product_312,SKU-00000312,Home & Garden,Brand_D,104.54,132.17,40.63,1,26.43
PRD00313,Product_313,SKU-00000313,Sports,Brand_A,297.17,630.06,19.26,1,112.02
PRD00314,Product_314,SKU-00000314,Electronics,Brand_G,206.78,285.69,33.35,0,38.16
PRD00315,Product_315,SKU-00000315,Electronics,Brand_G,237.42,854.45,49.44,0,259.89
PRD00316,Product_316,SKU-00000316,Electronics,Brand_A,19.01,929.1,11.36,0,4787.43
PRD00317,Product_317,SKU-00000317,Electronics,Brand_F,108.96,996.43,19.56,1,814.49
PRD00318,Product_318,SKU-00000318,Health & Beauty,Brand_B,144.11,798.05,24.05,1,453.78
PRD00319,Product_319,SKU-00000319,Health & Beauty,Brand_B,357.92,756.2,6.99,1,111.28
PRD00320,Product_320,SKU-00000320,Food & Beverages,Brand_A,10.69,223.35,4.14,0,1989.34
PRD00321,Product_321,SKU-00000321,Toys,Brand_B,207.34,342.65,41.5,1,65.26
PRD00322,Product_322,SKU-00000322,Books,Brand_E,462.39,471.03,48.84,1,1.87
PRD00323,Product_323,SKU-00000323,Food & Beverages,Brand_D,60.38,775.65,20.3,1,1184.61
PRD00324,Product_324,SKU-00000324,Food & Beverages,Brand_D,260.63,915.82,4.47,1,251.39
PRD00325,Product_325,SKU-00000325,Sports,Brand_A,394.33,197.25,3.38,1,-49.98
PRD00326,Product_326,SKU-00000326,Sports,Brand_C,471.55,923.14,44.58,1,95.77
PRD00327,Product_327,SKU-00000327,Toys,Brand_H,374.65,698.67,23.24,1,86.49
PRD00328,Product_328,SKU-00000328,Books,Brand_F,361.68,614.66,16.07,1,69.95
PRD00329,Product_329,SKU-00000329,Sports,Brand_A,414.11,207.84,23.88,1,-49.81
PRD00330,Product_330,SKU-00000330,Toys,Brand_B,225.87,64.97,15.98,1,-71.24
PRD00331,Product_331,SKU-00000331,Toys,Brand_F,403.89,572.78,24.5,1,41.82
PRD00332,Product_332,SKU-00000332,Health & Beauty,Brand_C,8.94,655,42.99,1,7226.62
PRD00333,Product_333,SKU-00000333,Clothing,Brand_B,462.66,218.67,29.66,1,-52.74
PRD00334,Product_334,SKU-00000334,Health & Beauty,Brand_G,224.44,560.89,34.76,1,149.91
PRD00335,Product_335,SKU-00000335,Books,Brand_H,278.92,857.93,18.3,0,207.59
PRD00336,Product_336,SKU-00000336,Sports,Brand_E,131.17,836.72,36.95,1,537.89
PRD00337,Product_337,SKU-00000337,Books,Brand_B,372.55,928.08,33.36,0,149.12
PRD00338,Product_338,SKU-00000338,Food & Beverages,Brand_E,42.93,372.23,6.07,0,767.06
PRD00339,Product_339,SKU-00000339,Food & Beverages,Brand_F,436.95,324.87,28.67,1,-25.65
PRD00340,Product_340,SKU-00000340,Books,Brand_E,414.92,751.93,12.91,1,81.22
PRD00341,Product_341,SKU-00000341,Clothing,Brand_F,111.95,436.8,40.22,1,290.17
PRD00342,Product_342,SKU-00000342,Clothing,Brand_F,405.62,96.67,21.35,1,-76.17
PRD00343,Product_343,SKU-00000343,Health & Beauty,Brand_F,394.25,289.97,49.73,1,-26.45
PRD00344,Product_344,SKU-00000344,Books,Brand_F,317.95,424.4,4.72,1,33.48
PRD00345,Product_345,SKU-00000345,Sports,Brand_F,189.89,299.59,39.04,1,57.77
PRD00346,Product_346,SKU-00000346,Health & Beauty,Brand_B,139.39,338.88,33.72,1,143.12
PRD00347,Product_347,SKU-00000347,Home & Garden,Brand_F,119.73,300.84,38.4,1,151.27
PRD00348,Product_348,SKU-00000348,Clothing,Brand_B,162.71,51.08,15.45,1,-68.61
PRD00349,Product_349,SKU-00000349,Electronics,Brand_F,452.26,640.72,24.65,1,41.67
PRD00350,Product_350,SKU-00000350,Health & Beauty,Brand_E,43.43,601.32,39.85,1,1284.57
PRD00351,Product_351,SKU-00000351,Food & Beverages,Brand_G,415.29,656.85,11.7,1,58.17
PRD00352,Product_352,SKU-00000352,Health & Beauty,Brand_F,177.7,200.39,11.38,1,12.77
PRD00353,Product_353,SKU-00000353,Books,Brand_C,263.19,302.7,27.6,1,15.01
PRD00354,Product_354,SKU-00000354,Electronics,Brand_F,398.27,623.42,26.23,1,56.53
PRD00355,Product_355,SKU-00000355,Books,Brand_F,442.77,603.63,14.18,1,36.33
PRD00356,Product_356,SKU-00000356,Toys,Brand_E,175.67,511.27,14.97,1,191.04
PRD00357,Product_357,SKU-00000357,Food & Beverages,Brand_H,233.61,356.91,13.96,1,52.78
PRD00358,Product_358,SKU-00000358,Food & Beverages,Brand_D,210.19,913.8,38.6,0,334.75
PRD00359,Product_359,SKU-00000359,Clothing,Brand_E,11.56,346.37,32.63,1,2896.28
PRD00360,Product_360,SKU-00000360,Health & Beauty,Brand_C,151.49,461.06,41.64,1,204.35
PRD00361,Product_361,SKU-00000361,Clothing,Brand_D,232.3,681.33,48.78,1,193.3
PRD00362,Product_362,SKU-00000362,Electronics,Brand_A,208.49,547.59,23.76,1,162.65
PRD00363,Product_363,SKU-00000363,Health & Beauty,Brand_A,362.35,353.42,3.43,1,-2.46
PRD00364,Product_364,SKU-00000364,Toys,Brand_H,195.48,441.29,2.5,0,125.75
PRD00365,Product_365,SKU-00000365,Books,Brand_C,247.24,796.54,14.85,1,222.17
PRD00366,Product_366,SKU-00000366,Toys,Brand_E,217.66,285.35,46.63,1,31.1
PRD00367,Product_367,SKU-00000367,Food & Beverages,Brand_B,371.61,150.83,26.21,1,-59.41
PRD00368,Product_368,SKU-00000368,Electronics,Brand_C,432.17,320.03,13.66,1,-25.95
PRD00369,Product_369,SKU-00000369,Home & Garden,Brand_G,268.29,851.04,20.02,1,217.21
PRD00370,Product_370,SKU-00000370,Electronics,Brand_D,395.77,98.1,29.97,1,-75.21
PRD00371,Product_371,SKU-00000371,Sports,Brand_D,151.91,991.78,32.68,1,552.87
PRD00372,Product_372,SKU-00000372,Electronics,Brand_F,272.98,545.59,7.78,1,99.86
PRD00373,Product_373,SKU-00000373,Toys,Brand_A,175.89,985,48.85,1,460.01
PRD00374,Product_374,SKU-00000374,Sports,Brand_H,210.03,939.61,27.28,1,347.37
PRD00375,Product_375,SKU-00000375,Sports,Brand_D,367.54,458.29,6.87,1,24.69
PRD00376,Product_376,SKU-00000376,Health & Beauty,Brand_C,441.42,206.51,44.69,1,-53.22
PRD00377,Product_377,SKU-00000377,Health & Beauty,Brand_D,65.14,173.24,3.82,1,165.95
PRD00378,Product_378,SKU-00000378,Sports,Brand_H,319.15,247.59,45.4,1,-22.42
PRD00379,Product_379,SKU-00000379,Home & Garden,Brand_H,293.16,713.03,49.83,1,143.22
PRD00380,Product_380,SKU-00000380,Health & Beauty,Brand_H,63.62,280.22,35.05,1,340.46
PRD00381,Product_381,SKU-00000381,Electronics,Brand_C,109.89,348.01,38.55,1,216.69
PRD00382,Product_382,SKU-00000382,Toys,Brand_B,158.95,454.29,16.93,1,185.81
PRD00383,Product_383,SKU-00000383,Electronics,Brand_F,87.63,914.1,47.08,1,943.14
PRD00384,Product_384,SKU-00000384,Home & Garden,Brand_A,125.65,197.5,26.53,1,57.18
PRD00385,Product_385,SKU-00000385,Food & Beverages,Brand_D,137.46,14.98,36.65,1,-89.1
PRD00386,Product_386,SKU-00000386,Clothing,Brand_C,171.16,69.5,46.21,1,-59.39
PRD00387,Product_387,SKU-00000387,Toys,Brand_E,375.95,905.72,48.76,1,140.92
PRD00388,Product_388,SKU-00000388,Health & Beauty,Brand_A,288.1,651.04,41.68,1,125.98
PRD00389,Product_389,SKU-00000389,Toys,Brand_B,493.19,280.31,15.22,1,-43.16
PRD00390,Product_390,SKU-00000390,Electronics,Brand_C,210.29,185.42,48.33,1,-11.83
PRD00391,Product_391,SKU-00000391,Clothing,Brand_G,378.16,301.32,31.44,1,-20.32
PRD00392,Product_392,SKU-00000392,Books,Brand_G,436.38,123.65,46.54,1,-71.66
PRD00393,Product_393,SKU-00000393,Books,Brand_F,341.09,942.12,33.84,0,176.21
PRD00394,Product_394,SKU-00000394,Health & Beauty,Brand_F,208.87,786.36,15.43,1,276.48
PRD00395,Product_395,SKU-00000395,Home & Garden,Brand_B,378.03,467.77,18.56,1,23.74
PRD00396,Product_396,SKU-00000396,Books,Brand_B,105.82,866.31,27.57,1,718.66
PRD00397,Product_397,SKU-00000397,Toys,Brand_F,167.14,256.96,39.52,1,53.74
PRD00398,Product_398,SKU-00000398,Books,Brand_D,275.61,719.95,15.97,1,161.22
PRD00399,Product_399,SKU-00000399,Food & Beverages,Brand_D,289.83,857.57,29.03,1,195.89
PRD00400,Product_400,SKU-00000400,Food & Beverages,Brand_C,15.96,363.2,17.35,1,2175.69
PRD00401,Product_401,SKU-00000401,Health & Beauty,Brand_E,472.83,759.89,40.81,1,60.71
PRD00402,Product_402,SKU-00000402,Food & Beverages,Brand_C,349.83,302.12,23.39,1,-13.64
PRD00403,Product_403,SKU-00000403,Books,Brand_E,250.37,305.87,3.93,1,22.17
PRD00404,Product_404,SKU-00000404,Home & Garden,Brand_B,466.9,115.99,8.39,1,-75.16
PRD00405,Product_405,SKU-00000405,Sports,Brand_A,222.35,445.66,3.15,1,100.43
PRD00406,Product_406,SKU-00000406,Sports,Brand_C,490.32,732.41,25.02,1,49.37
PRD00407,Product_407,SKU-00000407,Health & Beauty,Brand_C,258.58,940.82,5.41,1,263.84
PRD00408,Product_408,SKU-00000408,Clothing,Brand_E,61.57,607.76,5.8,1,887.1
PRD00409,Product_409,SKU-00000409,Sports,Brand_H,383.58,864.5,47.06,1,125.38
PRD00410,Product_410,SKU-00000410,Sports,Brand_B,341.05,824.27,43.65,1,141.69
PRD00411,Product_411,SKU-00000411,Food & Beverages,Brand_B,387.63,181.61,22.66,1,-53.15
PRD00412,Product_412,SKU-00000412,Food & Beverages,Brand_G,475.96,490.96,49.29,1,3.15
PRD00413,Product_413,SKU-00000413,Books,Brand_H,389.36,125.75,0.11,1,-67.7
PRD00414,Product_414,SKU-00000414,Health & Beauty,Brand_E,307.61,685.33,30.74,1,122.79
PRD00415,Product_415,SKU-00000415,Clothing,Brand_B,429.37,950.4,30.86,0,121.35
PRD00416,Product_416,SKU-00000416,Health & Beauty,Brand_H,338.26,145.72,22.93,1,-56.92
PRD00417,Product_417,SKU-00000417,Electronics,Brand_F,207.02,736.54,19.91,1,255.78
PRD00418,Product_418,SKU-00000418,Toys,Brand_H,443.38,635.92,22.82,1,43.43
PRD00419,Product_419,SKU-00000419,Clothing,Brand_D,114.84,587.77,20.81,1,411.82
PRD00420,Product_420,SKU-00000420,Clothing,Brand_G,358.75,396.22,36.55,1,10.44
PRD00421,Product_421,SKU-00000421,Home & Garden,Brand_F,441.37,361.58,6.85,1,-18.08
PRD00422,Product_422,SKU-00000422,Health & Beauty,Brand_A,367,54.8,9.96,0,-85.07
PRD00423,Product_423,SKU-00000423,Books,Brand_C,350.15,225.73,9.11,1,-35.53
PRD00424,Product_424,SKU-00000424,Home & Garden,Brand_G,377.56,25.03,13.2,1,-93.37
PRD00425,Product_425,SKU-00000425,Clothing,Brand_A,235.2,585.6,26.31,0,148.98
PRD00426,Product_426,SKU-00000426,Clothing,Brand_C,437.71,114.79,5.65,1,-73.77
PRD00427,Product_427,SKU-00000427,Clothing,Brand_D,105.7,874.29,43.42,0,727.14
PRD00428,Product_428,SKU-00000428,Sports,Brand_H,68.06,527.91,14.94,0,675.65
PRD00429,Product_429,SKU-00000429,Health & Beauty,Brand_B,146.33,702.69,8.21,1,380.21
PRD00430,Product_430,SKU-00000430,Toys,Brand_F,268.13,416.75,33.81,1,55.43
PRD00431,Product_431,SKU-00000431,Toys,Brand_E,257.73,564.97,2,1,119.21
PRD00432,Product_432,SKU-00000432,Home & Garden,Brand_F,411.2,943.23,31.04,1,129.38
PRD00433,Product_433,SKU-00000433,Clothing,Brand_D,205.26,91.91,34.94,1,-55.22
PRD00434,Product_434,SKU-00000434,Toys,Brand_A,244.75,261.4,10.82,1,6.8
PRD00435,Product_435,SKU-00000435,Food & Beverages,Brand_E,11.62,782.19,2.19,1,6631.41
PRD00436,Product_436,SKU-00000436,Health & Beauty,Brand_B,207.82,107.75,18.25,1,-48.15
PRD00437,Product_437,SKU-00000437,Toys,Brand_D,325.65,84.9,5.02,0,-73.93
PRD00438,Product_438,SKU-00000438,Books,Brand_E,12.68,367.93,5.91,1,2801.66
PRD00439,Product_439,SKU-00000439,Health & Beauty,Brand_D,144.04,101.25,12.79,1,-29.71
PRD00440,Product_440,SKU-00000440,Books,Brand_H,107.94,589.23,14.84,1,445.89
PRD00441,Product_441,SKU-00000441,Toys,Brand_D,25.78,234.01,26.55,1,807.72
PRD00442,Product_442,SKU-00000442,Food & Beverages,Brand_B,242.23,896.74,33.95,1,270.2
PRD00443,Product_443,SKU-00000443,Books,Brand_G,94.95,785.67,29.68,1,727.46
PRD00444,Product_444,SKU-00000444,Sports,Brand_C,372.83,702.71,7.5,0,88.48
PRD00445,Product_445,SKU-00000445,Toys,Brand_E,424.72,620.77,8.69,1,46.16
PRD00446,Product_446,SKU-00000446,Sports,Brand_H,275.06,864.83,43.95,1,214.42
PRD00447,Product_447,SKU-00000447,Toys,Brand_B,490.95,230.83,27.96,1,-52.98
PRD00448,Product_448,SKU-00000448,Electronics,Brand_D,227.99,874.38,43.51,0,283.52
PRD00449,Product_449,SKU-00000449,Electronics,Brand_H,259.12,791.6,18.64,1,205.5
PRD00450,Product_450,SKU-00000450,Electronics,Brand_B,494.66,750.68,30.76,1,51.76
PRD00451,Product_451,SKU-00000451,Books,Brand_G,119.62,565.64,26.23,1,372.86
PRD00452,Product_452,SKU-00000452,Sports,Brand_H,471.56,253.78,16.02,1,-46.18
PRD00453,Product_453,SKU-00000453,Sports,Brand_H,26.2,429.31,23.55,1,1538.59
PRD00454,Product_454,SKU-00000454,Sports,Brand_C,225.96,795.63,25.17,1,252.11
PRD00455,Product_455,SKU-00000455,Food & Beverages,Brand_F,39.65,41.46,10.12,1,4.56
PRD00456,Product_456,SKU-00000456,Sports,Brand_E,365.97,784.23,15.82,1,114.29
PRD00457,Product_457,SKU-00000457,Food & Beverages,Brand_C,306.16,247.67,39.59,1,-19.1
PRD00458,Product_458,SKU-00000458,Electronics,Brand_A,354.78,152.87,45.8,1,-56.91
PRD00459,Product_459,SKU-00000459,Electronics,Brand_E,190.37,124.54,18.05,1,-34.58
PRD00460,Product_460,SKU-00000460,Books,Brand_C,187.89,36.98,15.42,1,-80.32
PRD00461,Product_461,SKU-00000461,Toys,Brand_D,27.43,528.35,9.84,1,1826.18
PRD00462,Product_462,SKU-00000462,Electronics,Brand_E,178.22,226.08,33.96,1,26.85
PRD00463,Product_463,SKU-00000463,Toys,Brand_E,465,989.54,16.22,1,112.8
PRD00464,Product_464,SKU-00000464,Toys,Brand_B,192.72,578.69,49.39,1,200.28
PRD00465,Product_465,SKU-00000465,Health & Beauty,Brand_D,416.53,146.51,16.35,1,-64.83
PRD00466,Product_466,SKU-00000466,Books,Brand_A,421.95,691.87,19.77,1,63.97
PRD00467,Product_467,SKU-00000467,Clothing,Brand_F,189.75,898.77,30.21,1,373.66
PRD00468,Product_468,SKU-00000468,Clothing,Brand_H,317.83,747.73,40.1,1,135.26
PRD00469,Product_469,SKU-00000469,Home & Garden,Brand_G,52.21,85.68,23.53,0,64.11
PRD00470,Product_470,SKU-00000470,Health & Beauty,Brand_C,56.32,896.93,21.19,1,1492.56
PRD00471,Product_471,SKU-00000471,Books,Brand_B,29.09,795.99,49.78,1,2636.3
PRD00472,Product_472,SKU-00000472,Home & Garden,Brand_C,292.6,166.72,0.62,1,-43.02
PRD00473,Product_473,SKU-00000473,Home & Garden,Brand_A,215.91,61.27,44.76,0,-71.62
PRD00474,Product_474,SKU-00000474,Health & Beauty,Brand_H,276.28,561.74,7.54,1,103.32
PRD00475,Product_475,SKU-00000475,Clothing,Brand_A,262.93,164.48,39.32,1,-37.44
PRD00476,Product_476,SKU-00000476,Books,Brand_E,178.35,836.25,30.93,1,368.88
PRD00477,Product_477,SKU-00000477,Clothing,Brand_G,340.35,364.75,17.16,1,7.17
PRD00478,Product_478,SKU-00000478,Home & Garden,Brand_A,380.46,913.76,43.71,1,140.17
PRD00479,Product_479,SKU-00000479,Books,Brand_C,12.24,570.03,0.74,1,4557.11
PRD00480,Product_480,SKU-00000480,Home & Garden,Brand_D,107.58,190.85,11.41,1,77.4
PRD00481,Product_481,SKU-00000481,Sports,Brand_D,358.05,148.2,28.39,1,-58.61
PRD00482,Product_482,SKU-00000482,Health & Beauty,Brand_E,196.38,580.71,17.64,1,195.71
PRD00483,Product_483,SKU-00000483,Toys,Brand_F,332.93,764.26,30.56,1,129.56
PRD00484,Product_484,SKU-00000484,Books,Brand_C,176.75,783.69,1.3,1,343.39
PRD00485,Product_485,SKU-00000485,Books,Brand_C,198.42,283,5.91,1,42.63
PRD00486,Product_486,SKU-00000486,Toys,Brand_A,83.55,212.2,6.44,1,153.98
PRD00487,Product_487,SKU-00000487,Home & Garden,Brand_G,132.82,26.59,9.55,1,-79.98
PRD00488,Product_488,SKU-00000488,Sports,Brand_C,304.68,682.41,23.02,1,123.98
PRD00489,Product_489,SKU-00000489,Food & Beverages,Brand_B,219.42,85.8,37.63,0,-60.9
PRD00490,Product_490,SKU-00000490,Toys,Brand_F,388.28,426.55,45.29,1,9.86
PRD00491,Product_491,SKU-00000491,Health & Beauty,Brand_A,427.03,605.67,41.79,1,41.83
PRD00492,Product_492,SKU-00000492,Clothing,Brand_B,273.11,937.74,9.92,0,243.36
PRD00493,Product_493,SKU-00000493,Home & Garden,Brand_E,380.34,318.68,22.11,1,-16.21
PRD00494,Product_494,SKU-00000494,Toys,Brand_D,156.92,257.27,10.05,1,63.95
PRD00495,Product_495,SKU-00000495,Toys,Brand_E,210.41,657.62,13.3,1,212.54
PRD00496,Product_496,SKU-00000496,Books,Brand_D,357.82,623.05,25.23,1,74.12
PRD00497,Product_497,SKU-00000497,Clothing,Brand_E,196.17,338.79,3.5,1,72.7
PRD00498,Product_498,SKU-00000498,Clothing,Brand_C,296.31,928.82,10.99,1,213.46
PRD00499,Product_499,SKU-00000499,Health & Beauty,Brand_B,96.76,846.41,46.78,1,774.75
PRD00500,Product_500,SKU-00000500,Clothing,Brand_D,301.89,231.74,23.36,1,-23.24
